ds,yhat,yhat_lower,yhat_upper
2023-04-04 19:04:06,3.829613491441112,0.7874245069784132,6.826075444247121
2023-04-04 19:16:42,3.7377381384594166,0.5284844352460017,6.979339586457609
2023-04-04 19:26:45,3.6541337237015483,0.7508819709420562,6.7199156095363115
2023-04-04 19:36:49,3.561519585087197,0.8690366972157764,6.589416721882924
2023-04-04 19:46:52,3.4608663983240717,0.6090123657397248,6.387396931584988
2023-04-04 20:06:59,3.2391356939645384,0.5853958804654343,6.306145280514565
2023-04-04 20:17:03,3.120953678729318,0.30540587037770034,6.122989481564599
2023-04-04 20:27:06,3.000512912517312,0.3775890357313293,6.122644328909273
2023-04-04 20:37:10,2.8794093444033706,-0.05953869131632707,5.957231533363896
2023-04-04 20:47:13,2.7601404798527227,-0.31185714593562575,5.824563496322314
2023-04-04 20:57:17,2.6444478806237797,-0.42422945926004313,5.5904845225761175
2023-04-04 21:07:20,2.5348107463577527,-0.4890233720354424,5.532955310631542
2023-04-04 21:14:04,2.465628733678553,-0.6759846837816015,5.639193211648092
2023-04-04 21:24:07,2.370116043907643,-0.4812169436520453,5.486996537099064
2023-04-04 21:34:11,2.285199636480229,-0.8686724422960823,5.027507095768074
2023-04-04 21:44:14,2.2125264582075133,-0.5573286773410261,5.24428628953491
2023-04-04 21:54:18,2.152885209414894,-0.6503237335108337,5.172074047490541
2023-04-04 22:04:21,2.1071198629601966,-0.740508487403695,4.698755247338741
2023-04-04 22:14:25,2.0753139315274467,-1.0850836433981483,5.2261531710799245
2023-04-04 22:24:28,2.057378364848873,-0.9841375953018499,4.992422649544399
2023-04-04 22:34:32,2.052625437805684,-0.8684385089116392,5.015443437618615
2023-04-04 22:44:35,2.0600227759172967,-0.8545569290316795,4.9711086055464895
2023-04-04 22:54:39,2.078148087192961,-0.9865412864257426,5.365038796260101
2023-04-04 23:04:42,2.1051419315982294,-0.7644298402082771,5.182055825768131
2023-04-04 23:14:46,2.1389867611627658,-0.8420224433802452,5.063468229235011
2023-04-04 23:24:49,2.1772294586704284,-0.722639601803619,5.090668905779625
2023-04-04 23:34:52,2.2174190519638657,-0.9529093357487692,5.07681012713441
2023-04-04 23:44:56,2.2570348168394325,-0.8502024350473535,5.367184197115696
2023-04-04 23:54:59,2.2933622208623525,-0.8163074288612411,5.09009106797406
2023-04-05 00:05:03,2.3240271665615992,-0.7066521675096918,5.507842860047925
2023-04-05 00:15:06,2.346622813233253,-0.7415515213919247,5.515317282199215
2023-04-05 00:25:10,2.3591845986579365,-0.8851443268067177,5.326050852769633
2023-04-05 00:35:13,2.359986896612842,-0.5841170619758573,5.479811586976369
2023-04-05 00:45:17,2.3477687537725025,-0.8221286633964793,5.370343654712335
2023-04-05 00:55:20,2.321794288198717,-0.5137072076587644,5.627654745020585
2023-04-05 01:05:24,2.281733162753291,-0.7470104601491202,5.23478830463466
2023-04-05 01:15:27,2.2280403654502052,-0.7099940796365021,5.249587551807653
2023-04-05 01:25:31,2.1614451398380226,-0.8800291396969695,5.276219563145787
2023-04-05 01:35:34,2.0836561118239914,-0.8283907816155158,4.876311951126903
2023-04-05 01:45:38,1.9964728706141095,-0.8510226250886753,4.977748306928628
2023-04-05 01:55:41,1.9027667340885088,-1.0024380279761476,4.978175913014535
2023-04-05 02:05:45,1.8052935908717664,-1.063163094377271,4.5588988811792195
2023-04-05 02:15:48,1.7078453720027724,-1.2528096837748521,4.913525533156616
2023-04-05 02:25:52,1.6139034817070659,-1.4718953936428176,4.454298851134211
2023-04-05 02:35:55,1.5278080004946801,-1.6676602528942086,4.649029655526975
2023-04-05 02:45:59,1.4534404762197077,-1.3909228021693802,4.5652001513047935
2023-04-05 02:56:02,1.3952232546590082,-1.5821042924864204,4.325149193934718
2023-04-05 03:06:06,1.3570519855603038,-1.8461024149825476,4.230297575867802
2023-04-05 03:16:09,1.342921232445267,-1.7317597193732406,4.6592702408375954
2023-04-05 03:26:13,1.356335970717378,-1.822342559936114,4.404329084216247
2023-04-05 03:36:16,1.4003648521139134,-1.6319131738702826,4.346403485303405
2023-04-05 03:46:20,1.4777438557805773,-1.210370526207027,4.274529155855321
2023-04-05 03:56:23,1.5901860447541907,-1.3923379867956522,4.771442293988914
2023-04-05 04:06:27,1.7393497553470887,-1.3875901375676978,4.798078392065853
2023-04-05 04:16:30,1.9252816838912423,-1.0545956896926307,4.81113893172359
2023-04-05 04:26:34,2.1483597470010736,-0.8404877353419361,5.196817153345944
2023-04-05 04:36:37,2.406810822454201,-0.5744222172266835,5.268050131122646
2023-04-05 04:46:41,2.6996603708431586,-0.24776193075333428,5.601649915872616
2023-04-05 04:56:44,3.023341114214393,0.038253417739159135,6.003872850985366
2023-04-05 05:06:48,3.375595290209148,0.5212880748281329,6.386629901548921
2023-04-05 05:16:51,3.751268645174502,0.7388681720130197,6.7288499835145705
2023-04-05 05:26:55,4.147025504759615,0.931240215137395,7.150491229077015
2023-04-05 05:36:58,4.55649581169212,1.6674790772852042,7.324320596992272
2023-04-05 05:47:02,4.97558690547811,1.9147471596026875,7.941366025507264
2023-04-05 05:57:05,5.397212382471768,2.0543369515943843,8.353556901626243
2023-04-05 06:07:08,5.816236116804447,2.9869583079246618,8.789635278525775
2023-04-05 06:17:12,6.227501554331887,3.4523435264702798,9.294680825749726
2023-04-05 06:27:15,6.623939239339602,3.4985790956752556,9.662425821551242
2023-04-05 06:37:19,7.001399968062703,4.271215872287479,10.214744607910477
2023-04-05 06:47:22,7.353559081234788,4.478450998611755,10.499571316751176
2023-04-05 06:57:26,7.67698907891776,4.777722044150075,10.540306302850418
2023-04-05 07:07:29,7.966622745263752,4.790321795874318,11.134283187174427
2023-04-05 07:17:33,8.220091003803184,5.2222374213723946,11.171676531141902
2023-04-05 07:27:36,8.433973655926325,5.371554318862746,11.391117359889673
2023-04-05 07:37:40,8.607185484133419,5.660071067102949,11.7384611304959
2023-04-05 07:47:43,8.738181314209484,5.847336561963557,11.664617321271056
2023-04-05 07:57:47,8.827250911202208,5.837223038980198,12.129280338876185
2023-04-05 08:04:30,8.863520073013067,5.891669241265231,11.906504480172114
2023-04-05 08:14:34,8.884155471803812,5.750089798325439,12.024021646090732
2023-04-05 08:24:37,8.866189637251486,6.150553803189291,12.055975841849852
2023-04-05 08:34:41,8.81220354316459,5.8315343509614745,11.78220968919934
2023-04-05 08:44:44,8.7256178515207,5.659941365141896,11.63598033250244
