ds,yhat,yhat_lower,yhat_upper
2023-03-25 09:08:14,15.407833324701091,13.184087645017797,17.748709503772773
2023-03-25 09:18:11,15.652508737604744,13.328860767958114,17.977384431090698
2023-03-25 09:28:08,15.88303625887767,13.586206212067115,18.23123028887727
2023-03-25 09:38:05,16.096087362191636,13.716064218731212,18.439888536781943
2023-03-25 09:48:18,16.293462214351315,13.994054058332228,18.680523401496593
2023-03-25 09:58:15,16.4620995601807,13.953819664308662,18.739595955591575
2023-03-25 10:08:12,16.605160350493417,14.383511726707255,18.99562710222219
2023-03-25 10:18:09,16.720830470428957,14.48017488637881,19.019003472477305
2023-03-25 10:28:07,16.8079230204442,14.353901307422532,19.115967824952122
2023-03-25 10:38:20,16.866503243558636,14.558205603718799,19.170879135674856
2023-03-25 10:48:17,16.89346203706674,14.647028277764411,19.140480328695922
2023-03-25 10:58:14,16.8910669534852,14.608235764120158,19.254413262752553
2023-03-25 11:08:11,16.860196373235507,14.527545092470424,19.226588783740006
2023-03-25 11:18:24,16.800329774391006,14.400645856046914,18.9885477920939
2023-03-25 11:28:21,16.716501199017095,14.241532902076695,18.897088340134754
2023-03-25 11:38:18,16.609796506396428,14.236329146010108,18.916690996424194
2023-03-25 11:48:15,16.482868474961307,14.114599639770566,18.804925258321926
2023-03-25 11:58:28,16.33458695297856,14.050166913202496,18.684390212505892
2023-03-25 12:08:25,16.175924669875304,14.001625237584934,18.459086104491575
2023-03-25 12:18:22,16.006525871724044,13.477290083040101,18.27015829827764
2023-03-25 12:28:19,15.82974012634622,13.53907573427058,18.211977690816227
2023-03-25 12:38:31,15.644319428178521,13.272436791533902,17.93318703854314
2023-03-25 12:48:29,15.462326832222093,13.106176216251518,17.852538794597958
2023-03-25 12:58:26,15.282889842951047,12.922835980123155,17.69052879277474
2023-04-04 05:55:17,2.876673225668462,0.3928180582710677,5.288152966043824
2023-04-04 06:07:22,2.932599294288827,0.5338040824501992,5.2295495827774205
