ds,yhat,yhat_lower,yhat_upper
2023-06-25 12:56:42,21.507479284444916,19.989129918500538,23.155674373556863
2023-06-25 12:59:21,21.507625670862573,19.86952815659046,23.061733178255906
2023-06-25 13:00:21,21.507666538915363,19.83017868396374,23.03023644528821
2023-06-25 13:01:19,21.507699349382015,19.811306214211253,23.08810949047232
2023-06-25 13:02:07,21.507721873151894,19.815700747702213,23.08632731574797
2023-06-25 13:03:21,21.507749044929383,19.879057328037643,23.153554610482505
2023-06-25 13:04:17,21.507764040320556,19.923328756720142,23.142804553662288
2023-06-25 13:06:14,21.507781883238337,19.92465612764057,23.16870751496763
2023-06-25 13:07:02,21.507784614066626,19.967163064946835,23.216044561581665
2023-06-25 13:26:02,21.50771005042301,19.7857251237042,23.08954746363783
2023-06-25 13:49:38,21.510072262455818,19.916913120134534,23.082942265029494
2023-06-25 14:26:27,21.52546156899647,19.94838175419412,23.190499000324923
2023-06-25 14:55:39,21.546669647488287,19.85299952140161,23.120032410236735
2023-06-25 15:27:55,21.570130775093673,19.86790577339457,23.249114781998124
2023-06-25 15:40:00,21.57613818017462,20.023462452063672,23.139440403284496
2023-06-25 15:53:23,21.579544957096353,19.894479223854074,23.097534224892303
2023-06-25 16:03:27,21.579276020079305,19.921535500065765,23.14832296530296
2023-06-25 16:16:50,21.574461433203098,19.926562072161463,23.19386199988287
2023-06-25 16:26:53,21.567126609712176,19.81229175370101,23.31162528870702
2023-06-25 16:40:17,21.552010394913534,20.0595747515878,23.226474579781033
2023-06-25 16:53:40,21.530643897355464,19.893897920527124,23.12083603116565
2023-06-25 17:03:44,21.510486198772693,19.803069473945975,23.091158026152726
2023-06-25 17:17:07,21.478547017927085,19.80263067786065,23.054230211135895
2023-06-25 17:27:11,21.451004562095093,19.812024053813296,23.052003228053405
2023-06-25 17:40:34,21.41041894520153,19.74142470851338,23.05595159725924
2023-06-25 17:50:38,21.37751307966677,19.811224173509228,22.959295252940702
2023-06-25 18:04:01,21.331636270591115,19.768654187411546,23.046437878713938
2023-06-25 18:17:25,21.28457784616726,19.725022715618405,22.791234635356165
2023-06-25 18:27:28,21.249451603540333,19.686985472367397,22.907385937596327
2023-06-25 18:40:52,21.20406182729901,19.50668468735227,22.73473963880597
2023-06-25 18:50:55,21.171910838779958,19.608345433786802,22.809273406436375
2023-06-25 19:04:19,21.132662162842742,19.445297219276195,22.68976177824307
2023-06-25 19:17:44,21.09860281863493,19.52065970483448,22.7916299212309
2023-06-25 19:27:47,21.077109930790048,19.46035178675787,22.644671012888086
2023-06-25 19:41:11,21.054366338362016,19.47945435756734,22.648518091868233
2023-06-25 19:51:14,21.041963605813866,19.390352297092953,22.67738071138107
2023-06-25 20:04:38,21.031704051039362,19.366513460302745,22.53988767678658
