ds,yhat,yhat_lower,yhat_upper
2023-08-06 10:44:17,16.74059597071065,14.866988712965568,18.384901801617307
2023-08-06 10:54:48,16.76517937908877,14.995287737258803,18.47060587185957
2023-08-06 11:04:47,16.789401620819675,14.93119633908252,18.595973108702566
2023-08-08 10:09:06,15.878906839080916,14.096080354499556,17.649439837304303
2023-08-08 10:19:06,15.912120679134507,14.230774389570517,17.627498598623383
2023-08-08 10:29:06,15.94617681219698,14.083282860519198,17.771061993026425
2023-08-08 10:42:26,15.99299807283857,14.142293852306933,17.791824256281807
2023-08-08 10:52:26,16.029182805161966,14.25730412160487,17.784892873918338
2023-08-08 11:02:26,16.06623347864791,14.19616115289827,17.867543424679724
2023-08-08 11:15:46,16.116811008219884,14.371476929835225,17.91582376422331
2023-08-08 11:25:46,16.1554399457769,14.409042174303313,17.884270636736172
2023-08-08 11:35:45,16.194395506242305,14.451726171024882,17.96904982474228
2023-08-08 11:49:05,16.246652995157927,14.38180907289043,18.06986840762612
2023-08-08 11:59:05,16.285701396914376,14.656458846815996,18.039328295490662
2023-08-08 12:09:05,16.324334430157812,14.473914878557627,18.25746068508914
2023-08-08 12:19:05,16.36228086387415,14.689315186809628,18.165528921082696
2023-08-08 12:32:25,16.411338632806515,14.517375199745702,18.139652064226468
2023-08-08 12:42:25,16.446636395652448,14.77523120420383,18.149964659857652
2023-08-08 12:52:25,16.480374926055212,14.614117585159232,18.239046432125253
2023-08-08 13:05:45,16.52254236215434,14.90439681733073,18.358247103211404
2023-08-08 13:15:45,16.55179586346128,14.698236379177395,18.314410679916914
2023-08-08 13:25:45,16.578828213656266,14.974203025277749,18.33789687640749
2023-08-08 13:39:05,16.611186279516662,14.897458391505886,18.44557584161445
2023-08-08 13:49:05,16.63256375783194,14.914974898757757,18.514152677945965
2023-08-08 13:59:04,16.651363467071025,14.846187881615249,18.335071136759634
2023-08-08 14:09:04,16.66761822123167,14.934225838270363,18.393387579445246
2023-08-08 14:22:24,16.68528167303235,14.9784165919866,18.430155682419144
2023-08-08 14:32:24,16.695558672806122,14.885126029452959,18.328407910142953
2023-08-08 14:42:24,16.703346612003628,15.036403761625078,18.527665049200987
2023-08-08 14:55:44,16.70998147879368,14.877048890597218,18.534862450154836
2023-08-08 15:05:44,16.712254667883258,14.883711700607963,18.48421321082804
2023-08-08 15:15:44,16.712313028823953,14.78761578260074,18.32893401210392
2023-08-08 15:29:04,16.70910925747026,14.800137319469865,18.54537572912331
2023-08-08 15:39:04,16.704365492931817,14.908562968302762,18.592732920425842
2023-08-08 15:49:04,16.697711983861215,14.945892411431075,18.47280013600651
2023-08-08 16:02:24,16.686004179963092,15.02330941279491,18.23487397335544
2023-08-08 16:12:23,16.675202130380512,14.840690044593401,18.531904449719033
2023-08-08 16:22:23,16.662695592260526,14.966198110342882,18.415477775997328
2023-08-08 16:32:23,16.64854480550263,14.918738153709295,18.355705004165397
2023-08-08 16:45:43,16.627176965358107,15.056127684100234,18.36732698252194
2023-08-08 16:55:43,16.609308598004063,14.851090563744258,18.278134850670963
2023-08-08 17:05:43,16.589883116441005,14.830865603884304,18.32353917621162
2023-08-08 17:19:03,16.561592296727476,14.69374017474818,18.203267304764896
2023-08-08 17:29:03,16.53860953617031,14.804900447248261,18.278544171753495
2023-08-08 17:39:03,16.51414653073033,14.77665032334158,18.232365888310525
2023-08-08 17:52:23,16.479299529756673,14.624115940123112,18.128157966328402
2023-08-08 18:02:23,16.451568301682673,14.736138460714175,18.24235691426152
2023-08-08 18:12:23,16.422557055295467,14.669603963218446,18.160766126330667
2023-08-08 18:22:23,16.392368302726027,14.680270725762421,18.079750335565727
2023-08-08 18:35:42,16.35055967484138,14.645287821168434,18.27785601879599
2023-08-08 18:45:42,16.31815718350877,14.609708930425308,18.10400053502649
2023-08-08 18:55:42,16.2850921306506,14.50841818322331,18.187550821009815
2023-08-08 19:09:02,16.240333756925,14.416404000734408,18.112878712503324
2023-08-08 19:19:02,16.206558820340767,14.397343083159534,18.048713541724545
2023-08-08 20:59:02,15.9159334402806,14.13081844634402,17.73683879626356
2023-08-08 23:12:21,15.781206554627797,14.050631701374577,17.56308888597038
2023-08-09 00:52:20,15.58525596262427,13.848911731006668,17.38293672949869
2023-08-09 02:32:19,15.171229246055983,13.343580244071761,16.982990906444844
2023-08-09 04:12:19,14.99211963145384,13.285320195962644,16.69576843701966
2023-08-09 04:15:38,14.995895972389587,13.31067091251323,16.69818409795291
2023-08-09 04:28:58,15.017995603555077,13.261497694103696,16.84916592660799
2023-08-09 04:38:58,15.041686977654905,13.215804334768475,16.782226557914715
2023-08-09 04:48:58,15.07122061832937,13.282682591445555,16.788947707459922
2023-08-09 05:02:18,15.119116892492212,13.100040088783771,16.945201927786744
2023-08-09 05:12:18,15.160895372825994,13.3781231900739,16.903103204623754
2023-08-09 05:22:18,15.207159995735667,13.464667654134146,16.940631595847115
2023-08-09 05:35:38,15.274891018249017,13.572905322885155,17.181844052519086
2023-08-09 05:45:38,15.329470243081158,13.572955214133094,17.020400320253906
2023-08-09 06:05:38,15.44571507838052,13.69468469667831,17.151191756656086
2023-08-09 06:18:58,15.526494492318133,13.801259473465828,17.198804631554925
2023-08-09 06:28:58,15.587802371138148,13.737151272264132,17.26642771221563
2023-08-09 06:38:57,15.649012833891032,13.935975932450598,17.281235053955577
2023-08-09 06:52:17,15.729902880077523,14.032956683237156,17.475354153844094
2023-08-09 07:02:17,15.789349951770493,14.063176147199739,17.463839918415754
2023-08-09 07:12:17,15.847332646913863,14.156547256633603,17.716726576927933
2023-08-09 07:25:37,15.921851703748441,14.186020846786652,17.65087811627462
2023-08-09 07:35:37,15.975363371195039,14.231552449498793,17.708802460408616
2023-08-09 07:45:37,16.026681150918456,14.285563091668841,17.765798583901322
2023-08-09 07:55:37,16.075742522180295,14.287523170551806,17.81444477801221
2023-08-09 08:08:57,16.13766778532129,14.453719538756559,17.994826950877336
2023-08-09 08:18:57,16.181598170469677,14.49440580442716,17.998513281435862
2023-08-09 08:28:57,16.223530949938816,14.509348512753284,17.914676162471288
2023-08-09 08:42:17,16.276673726986182,14.46402842945597,18.093780903175475
2023-08-09 08:52:17,16.314762441955963,14.540793329898463,18.03512427533174
2023-08-09 09:02:16,16.351570801361845,14.48179411401579,18.05873241650168
2023-08-09 09:15:36,16.399325539709313,14.571262738258191,18.179352198006423
2023-08-09 09:25:36,16.434461644258626,14.595494622221112,18.135980396801113
2023-08-09 09:35:36,16.46932853182585,14.801881166673805,18.251630576796877
2023-08-09 09:45:36,16.504190914030893,14.671248942481691,18.258204172857482
2023-08-09 09:58:56,16.551076659844927,14.7615488598082,18.26774291530543
2023-08-09 10:08:56,16.58680340614568,14.884272382748497,18.34469927231981
