value_temp,value_hum,value_acid,label
16.699105015099455,42.03350625120126,2.94304772414614,good
15.537697613873952,35.66638900606133,2.6322678396918477,good
14.811564327898823,33.63560408908748,2.832501181704501,good
14.837301937497504,39.48380466796064,3.2135667292942283,good
15.339317049648658,40.14185017909009,3.2753351256843293,good
14.293584453998951,36.23862887681604,3.3536373887972037,good
16.396162346159546,38.614113500049726,3.2718765277071027,good
16.055758508179892,38.99537061364213,3.208400074448573,good
18.008190315432067,46.31518148723213,3.070883348510243,good
19.2903189218233,45.01042671237862,2.9699085434498342,good
18.920654728370497,42.38636934187297,3.01276907280585,good
15.925091615039596,37.56732636736198,2.598024827932876,good
15.841097133896136,37.65017778826676,2.725045566430357,good
16.33836245719543,44.18869143835421,2.786632601525434,good
15.907425004770731,53.160862194336914,2.8579174677583885,good
17.156063807222445,56.72271005479993,2.826756050969664,good
18.870953023716933,58.31503177811428,2.872508007743794,good
19.55065039175517,62.33329022376394,2.9325355023065254,good
20.007756373904364,64.36659787988759,2.9811976890477294,good
18.50570234243154,68.679307428811,3.0810688558863166,good
17.79558757726815,60.0959225309347,3.102081061358667,good
16.879010977819572,40.98290702940552,2.589725525626446,good
17.673764271446714,39.74249020610724,2.623238094059394,good
18.739510816453297,36.81480290137408,2.6411742977247963,good
20.15142945526771,36.44299768462748,2.661002656633563,good
21.8378986834604,37.562304350042034,2.697157459209179,good
21.79741948352151,37.47583665452384,2.7402470702534627,good
21.226709986832844,34.42923525214312,2.773595413891704,good
20.62899580081137,37.3576578946961,2.881608322436582,good
20.001457247328776,38.6616003917336,2.9899279029350536,good
19.176137268269358,39.29971743272941,3.0123043642382186,good
15.124744240366748,43.48701352396589,2.670465336905976,good
15.077847170467315,39.3222537421671,2.7386859826759498,good
15.163551411265766,41.59079177070024,2.764745125498684,good
14.662215236372262,39.39236108752267,2.8121565857236765,good
13.895743562549471,35.74107127774963,2.94986431223846,good
12.160548998140552,42.426818925494885,3.0745087893586143,good
12.111975928361364,35.78765116220946,3.080810023329441,good
10.01648369452237,44.0807975495733,3.083766069634169,good
10.642952793917305,40.0030775998475,3.051049634445127,good
10.154805229158312,40.34451897635744,3.0913726527159686,good
13.176174303987494,40.37193615692903,2.5745632929499007,good
12.277760555249667,59.026238560942126,2.7868995263185705,good
11.311008423042283,82.79844131890763,3.030733242287741,error
11.407791536200609,86.78678321901715,3.1484424349253297,good
9.769011407739354,85.60478265335809,3.2588927726333896,good
9.361458147385816,81.6510874496837,3.308020976980444,good
10.031613739910345,88.61437196788086,3.3480746903886605,good
11.965853373326478,81.17018245585454,3.315727284973812,good
13.5490878662613,80.58519834356879,3.2250954288861418,good
15.908467105880584,74.95950381001491,3.245715279903312,good
15.822886410128858,34.341092666120645,2.63780364331517,error
16.745887501677103,29.38853399415996,2.8166859769637838,good
18.485802554721293,24.802526627321207,2.924063168948281,good
18.10888424770109,18.007770718432194,3.036213947302405,good
18.069569114746304,17.628213868164156,2.97606935332084,good
18.32461402227269,24.7037122900411,2.993450167771098,good
21.883580370906483,26.65054855373504,2.928509971777136,good
23.906669837568977,29.78836887808436,2.910730257680603,good
24.264305058857648,30.55346588772847,2.9438672511482644,good
25.607734116837737,35.14599226827293,3.094048683845373,good
16.471303389246746,38.201781475307214,2.60499367139523,error
16.558200523799595,37.3736160082462,2.685999931453998,good
16.79894532965467,36.88788591293129,2.7149428854724844,good
14.722379111406978,39.17544401408252,2.7238319689981667,good
13.092360793871691,40.81077472130264,2.777198839097306,good
11.280727714443872,46.82786664917849,2.764828784941205,good
13.466202387243484,54.26311753470728,2.8194188917539638,good
15.83425852061422,45.37366501602202,2.8493619509715207,good
20.526433588377493,34.08147594863619,2.92041380840155,good
24.273858746891005,23.31979305258061,2.987118230903869,good
15.999233464996372,37.740619726865226,2.6678031101796047,error
17.154999469409248,41.54528310585057,2.803495869865417,good
16.101791194962917,54.856074968815605,2.913986906761729,good
18.05840578567661,60.829446652287054,2.8517075094524458,good
19.59655780617613,64.80493783516889,2.818182445654683,good
19.935361624769936,63.72097177964171,2.751956417119554,good
19.83359716934097,64.01868058870885,2.791522573293049,good
19.806095361399755,62.07283490771736,2.936017067954316,good
20.63623036562857,56.85402403605482,2.9037130988076325,good
19.155517154931918,53.65513168130259,2.9634352304549885,good
15.77283396882468,35.089434072044725,2.7115677089308297,good
17.01831392080501,36.08779393882825,2.9052413414262044,good
19.661292194278225,37.55510143930245,2.957345941672113,good
19.900111180971304,38.41456609681251,3.165590359576138,good
21.8172047277736,40.8890876303584,3.1706211124539987,good
24.0241708078157,42.96137716463255,3.238054907251072,good
24.606957232196315,38.39863980197952,3.209397680574682,good
23.65393198801448,36.66705548485959,3.127711672669995,good
22.65520283495568,36.95520724048653,3.107804652464633,good
20.519935156184715,37.80504551956601,3.1239761536077806,good
