value_temp,value_hum,value_acid
-0.6190060019474904,-0.31512547422788406,3.1325643443101345
-0.1419738,1.1382364,3.2820377
-0.35270575,1.5776299,3.2733362
-0.3807666,0.7724664,3.3026552
-0.63393295,-0.19336961,3.310299
-0.88580513,-2.574392,3.2285929
-0.92549163,-2.6842644,3.2069678
-0.6930508,-0.8331203,3.0841835
-0.5975498,1.3573674,2.9206018
-0.4858653,3.5325599,2.846904
-0.5149719,4.7736206,2.728101
-0.28775823,0.6324621,3.2399247
-0.58984125,-0.60008574,3.15295
-0.6078015,-0.8234468,3.1991825
-0.7065626,-0.13660353,3.1989458
-0.9398859,0.22258636,3.2080963
-1.1423913,0.4425899,3.1299474
-0.94591093,2.0057285,3.1241875
-1.1211863,0.8240665,3.056231
-1.0199808,0.65390265,2.9743881
-0.9187806,-1.2579334,2.9017606
-0.1415194,-1.259573,3.2382944
-0.2973591,-2.2372587,3.253673
-0.2749455,-2.1545804,3.2836182
-0.32678232,-1.227852,3.303207
-0.23572737,0.51532334,3.3076005
-0.06213903,1.1499385,3.3165767
-0.0030212463,0.5190797,3.3518014
0.007732162,1.410442,3.3243067
0.12291535,3.0663166,3.349231
-0.030780181,3.1787577,3.2702353
-0.13272943,0.043875534,3.2650895
-0.060887482,0.18878219,3.2827582
-0.47719234,0.1136877,3.2578654
-0.7616092,0.47204545,3.2149527
-0.834955,1.0823141,3.1998162
-0.8352399,1.783612,3.2157004
-0.73402524,2.2630033,3.2048702
-0.6155637,2.5308557,3.238349
-0.700945,1.9181153,3.262346
-0.64024425,1.8097135,3.2511694
-0.092226855,0.39021033,3.2765145
-0.313561,-1.3325183,3.213696
-0.59065217,-2.8062396,3.2116108
-0.790627,-2.464162,3.1486053
-0.84630823,-0.748213,3.1587512
-1.1675653,-1.1444777,3.125452
-1.283988,-3.051868,3.157735
-1.2455299,-2.137718,3.167598
-1.2686863,-1.180658,3.1071725
-1.143763,-1.5042442,3.0700717
-0.019967599,1.807692,3.285406
-0.03127672,1.3394958,3.2365057
-0.105510816,1.7283107,3.1943834
-0.13579983,0.6441057,3.1464517
-0.19536458,1.1061213,3.1158276
-0.40471432,2.0173101,2.9915636
-0.81960344,1.779071,3.0511837
-0.95816416,0.8075348,3.0275667
-1.062147,0.35951677,3.0327702
-1.1642357,-0.38765994,3.1017842
-0.07068585,0.3095665,3.2902365
-0.14591923,1.6644875,3.2937152
-0.42204663,-0.2509207,3.299424
-0.7323302,0.04488604,3.3328178
-0.83187115,-1.3254639,3.296256
-0.9341486,-1.82296,3.2391384
-1.0306821,-1.0918261,3.1476028
-1.4327625,-0.17487517,3.0993652
-1.3206942,-1.8549906,2.9523053
-1.2439107,-2.1926868,2.9802525
0.0017702657,0.80449957,3.2515128
-0.17350699,0.5168277,3.2355568
-0.35215983,-0.6804533,3.1712663
-0.5051951,-2.4900203,3.1111093
-0.49772468,-2.161555,3.0946035
-0.5239539,-0.22566098,3.0614166
-0.65801996,0.96652955,3.0475898
-0.51640546,1.955813,2.969383
-0.75549704,2.6274502,2.9332645
-1.1565007,4.081004,3.0480936
-0.35020852,0.3178557,3.2977548
-0.3382178,-0.3750698,3.3943028
-0.28226188,0.60016537,3.3720365
-0.23197536,2.7603285,3.3289285
-0.26068768,2.3462124,3.270272
-0.42095667,0.47766706,3.2286835
-0.5187961,1.5425597,3.2085578
-0.5648107,2.093434,3.1979158
-0.5600973,1.2643921,3.1060596
-0.48764464,0.9319209,3.0990996
-0.034005165,2.2633936,3.254399
-0.119668126,5.39699,3.2546813
-0.28600064,6.978305,3.2688134
-0.24811234,7.331174,3.2280645
-0.021601697,7.4997487,3.167519
-0.12537156,7.4605966,3.145022
-0.15371144,6.421243,3.1769876
-0.5508587,5.4177103,3.2023857
