value_temp,value_hum,value_acid
0.2018217617505254,-2.2519418258727133,3.25849148015873
0.33722815,1.0969954,3.241848
0.3605264,0.3496907,3.23106
0.34943822,0.843192,3.1945543
0.35202825,1.6319283,3.1394083
0.27754813,1.323016,3.1971607
0.23891532,0.98821867,3.2749674
0.2115642,2.1347682,3.2534332
0.17728013,-1.2068846,3.366488
0.32514688,0.12953885,3.3448288
0.43207783,-0.0020205416,3.3948312
0.114173025,-0.036068466,3.290582
0.12317958,-0.9209582,3.301392
0.24345367,-1.9376972,3.324711
0.05123837,-3.1934984,3.37127
0.20050344,-7.127008,3.4804044
0.5107295,-10.313878,3.5383623
0.60439324,-8.860501,3.4741423
0.4331584,-8.325178,3.5366478
0.49434543,-7.660406,3.590693
0.5730818,-6.8286047,3.5859337
-0.023615057,-1.2119157,3.2995455
-0.047894582,-0.010075812,3.282185
0.11192232,0.6848359,3.268282
0.2200061,-0.14291164,3.3407354
0.31378525,1.4854101,3.3159058
0.2990772,1.6313994,3.2764888
0.34032965,2.0550795,3.2153988
0.57587993,-1.2857467,3.2003565
0.572895,-1.7168294,3.1756432
0.5837769,0.065126725,3.1445484
0.11144143,-1.1611536,3.2810025
0.0387775,-1.5861484,3.3043962
0.040392924,0.52421653,3.2604592
0.21851669,1.3793329,3.303639
0.31395978,1.526612,3.3175266
0.2545701,-0.47959507,3.3271153
0.2891404,-3.659769,3.3646069
0.31656867,-5.237794,3.3485076
0.36022082,-7.784887,3.3219135
0.44563657,-7.609524,3.245132
-0.057928592,2.1384637,3.2261698
0.2681253,3.6303074,3.155235
0.43350932,2.7467473,3.1603782
0.6352588,0.8690398,3.0977619
0.39948353,1.6125709,3.0710492
0.43971568,2.4766505,3.2270653
0.4621004,4.2211337,3.2699525
0.518268,2.8091855,3.2480655
0.42035604,1.4620366,3.2335684
0.15204607,1.4498956,3.1286924
0.03345145,-0.9495093,3.304887
0.4188691,-3.6666217,3.344186
0.86879575,-5.8655715,3.3377576
0.9783883,-7.2946973,3.4217672
0.72417873,-5.4934587,3.4337802
0.62557596,-7.3021646,3.4894671
0.63218194,-10.654216,3.539601
0.6606269,-10.30858,3.5382037
1.0168658,-6.9729176,3.3011367
1.1733879,-5.2317805,3.1924424
-0.042086937,-0.8804004,3.2890573
-0.07788458,-2.8955336,3.339194
-0.013768973,-5.163625,3.4119275
0.2290626,-4.891288,3.3967605
0.17518078,-5.471337,3.4516063
0.16424902,-4.721597,3.4532995
0.113866486,-5.3957276,3.4672542
0.08413866,-7.22541,3.5570161
0.012180502,-7.8177476,3.583368
-0.049790118,-5.9930716,3.5962555
0.1779863,-0.6108646,3.2579498
0.014888347,-2.5928273,3.3316529
-0.14220263,-2.266111,3.3084624
0.07544389,-1.893706,3.2305815
0.06055311,-1.6953441,3.2244873
-0.30207166,-0.39584732,3.1393971
-0.40322143,-0.45351112,3.0541022
-0.5454291,-1.5094858,3.1063912
-0.5421413,-1.6233665,3.2065187
-0.30372667,-2.9305222,3.1675606
-0.037982877,-1.9610628,3.3650072
-0.12201813,-4.9450407,3.349438
-0.06168183,-6.7869077,3.2633865
-0.09289914,-9.483046,3.158626
-0.19122396,-9.287021,3.1606467
-0.09478138,-9.893934,3.235735
-0.033935864,-8.871726,3.33452
-0.0043456513,-6.885263,3.3217778
-0.04262972,-5.070653,3.2727451
-0.08370156,-4.044582,3.2251203
0.13565806,-0.16056697,3.2799575
0.2778027,-2.3665245,3.2924469
0.33548117,-4.8049493,3.3196466
0.42470294,-7.0163956,3.3451579
0.2729965,-6.9657893,3.3846579
0.23009057,-5.3432164,3.4403033
0.42519224,-2.308513,3.405393
0.66285914,-0.00062530395,3.2672353
0.58898246,1.6120614,3.128275
0.39962643,1.7165344,3.1253738
