value_temp,value_hum,value_acid
19.52800498410177,62.9023966620266,3.234052326458277
27.053996950241423,76.01462739216134,3.2470013076166047
27.157171281040632,71.3609962888606,3.357068934527553
26.423812775622366,59.38959469261322,3.337529375699717
25.658270379658298,55.38251656982804,3.3224510812487456
24.85009950057298,51.62361232728717,3.2649232047273014
24.09319245619277,44.334025024075956,3.3372257786659407
22.571510261950316,37.46319150845846,3.3831156793359765
21.788969654170376,39.23964418900211,3.3353458950859998
22.247123839829108,40.326238159428634,3.272021733248899
20.68537215442887,39.85591086248922,3.1662947379111284
27.666221621496174,61.746817344643866,3.2559327024783995
26.512137033195053,59.58067480733329,3.187088313690426
24.848163560979064,59.964431347177275,3.18216641469904
24.054142197443873,59.72804374694045,3.1981630230097
20.39896220394141,60.62061103264503,3.1715777293037495
17.03865284339035,59.699720069284965,3.14768679210508
17.004841153281223,51.53045439360346,3.1719861076146705
15.780482108216582,43.61643898782944,3.2320036141480513
14.335173680958597,39.28069292108419,3.3151158545087784
13.18951356208364,28.004735939693244,3.2807091758039078
26.350466606716267,66.95781050600704,3.2355132495924943
23.007485513954023,63.55052888318722,3.2203749074096213
20.62131458268431,62.137730890583654,3.161154275922417
19.177566984384704,56.66773393720206,3.076186869616358
18.065323504297602,61.92050164113524,3.0277687847977948
14.246088667412945,72.1816426876983,3.058494819640525
14.951153691261409,68.5484599031458,3.009838558918915
14.61202658750574,64.13440114306223,3.0776558225209354
15.104229494066363,58.654918760431244,3.1961431623902916
13.7646471469635,62.796476121806556,3.171185874194225
26.418555018775567,79.73340250765949,3.1521781475153805
22.65475472389045,73.4434463645744,3.038498118907405
21.26882947064797,75.07304716407934,3.0606053563651536
19.04169284482608,70.26545888370242,3.063660536603727
18.916002563970864,65.76367736557893,3.0485792867834
19.035341924537406,58.78205743954963,3.077887550345389
18.561271873623255,60.44075944776011,3.122536867561033
16.721088957587547,59.79945861470088,3.1290801896487386
14.025759139554642,48.690529165738624,3.113186750595574
13.986003808257111,43.90843853427667,3.0607018088741142
27.706713441328365,76.49302880559063,3.205200026114718
25.20040495770345,80.6986640202769,3.205856924121429
23.310874205870814,78.80997540909952,3.1527917896615265
22.220900333122948,85.35796427069202,2.9908661623373636
22.100365472010356,75.81710878171344,2.878990252385856
22.485105577559665,69.79612393040769,2.9735479665849818
23.050398998385624,75.29742471725035,2.9468491598287923
22.53095974877896,77.83017221508172,3.0428650801348396
20.367962338641362,75.09220376336414,3.1432083328519664
18.79419037025282,65.33572673980898,3.1530710720656074
24.679630340571045,75.33050849326942,3.2274578530746183
22.7101826817013,75.14158324135096,3.1470226400099515
18.721985335306172,78.67065839676867,3.2747670027100737
17.16190509323427,77.83527205787703,3.265633030712467
14.249652594689866,76.03778074672664,3.2782904746564983
12.23693759827646,74.33677653907405,3.2969915145972406
9.688262117881044,79.21040458262668,3.370583435584635
11.830585928017346,75.34337237076858,3.4230112849435486
14.381152011164575,73.90230997853398,3.3860295391853765
14.792668507150154,78.2850011997931,3.264097313327453
28.06841532956896,76.30415080619322,3.2149891497644165
25.70963372967244,72.34087117110678,3.2682334870752294
18.677182753080174,77.46571110022104,3.3766158817787773
12.948393988144108,79.68840357037838,3.492913964630677
12.694684504834928,75.2010617499291,3.536337878243619
16.547244742464194,72.5388556762608,3.492372997703678
18.143506041974476,67.14666040782042,3.4612087621865326
19.7472324946191,63.90463984595593,3.46888103536798
21.65231077337999,65.5000435118661,3.401226182745533
21.532495187851637,65.9553837675688,3.362020118542551
26.899900127890653,64.65797126095079,3.1486921550257803
21.41485078557303,48.32803094284516,3.0704658118842922
17.019981965468236,42.069635476650305,3.013031969842336
13.493907189313878,42.702034627462545,3.034585209880928
13.689882743814026,37.99916736617397,2.971745191278221
14.283561166432543,42.259811479391374,2.910295002282351
15.656967431423524,53.80322332332656,2.8391041845612044
14.095031388740024,58.91361715534493,2.7823336886045524
15.756149768621261,54.45597405316788,2.8718434976097775
14.92650813240422,57.641692045962614,3.0218671808651116
26.223896490132674,70.67468338880812,3.305596072475329
23.497776184000006,71.86380150438141,3.281611369467112
22.616989134414396,67.93151179759782,3.138014674214859
19.098029044436505,68.74456397092494,3.340343021660977
13.889872772217025,78.51573514597588,3.4134096929129436
8.898045662928757,82.75067784764944,3.521039274440703
7.4237827956165425,85.0394849833644,3.6159079740969937
7.2222247897074405,80.45471764475232,3.7208978734505465
0.9098455198211017,83.98584659044747,3.788751944834538
0.17986498537924556,86.25300230562999,3.741928147448213
27.50206444100981,72.88971861083654,3.2449833276867865
27.773047731461364,68.98697469531585,3.1794236976023083
23.200644540653165,72.87022729054789,3.1782203249348004
21.68063717589323,72.21825594042011,3.146120715016688
18.797683752650943,72.85841422592758,3.19239494803789
14.52752510988525,68.68571056137766,3.1509604010060075
11.834400054464409,59.46801032289481,2.994018601094723
12.753814281645793,50.977885205666176,2.978042411699609
12.658225030274885,43.52377210538034,2.889324238676704
12.947348983339499,41.90855754198764,2.852165842432065
25.986132030628816,67.75421788064074,3.2610849859445317
23.366585189735403,63.88546101281655,3.38207055326395
21.353904713282688,64.86422249547196,3.422889308790155
20.33262123555988,65.94212643461145,3.4119526958207587
18.874210837172,62.008698906972484,3.3441273721204965
17.54228778270993,59.68958051777597,3.2867284571709217
16.59435273132934,58.66761545467957,3.2333184848412384
14.938362493837591,56.405379180047376,3.123080521187446
12.82488401434297,59.65801931569727,3.1129586498153294
8.993112882196556,62.73262764456693,3.1427243239525433
27.800977671755756,68.32104646116707,3.312001163878186
26.210133560518358,62.78067897732987,3.3297199465131877
23.711219214849795,52.70991744404628,3.4284159838196215
23.483321632393945,52.436787919908554,3.504158876357824
22.1719600586058,47.65070848189384,3.464636587633821
22.013153189847223,43.50675599842716,3.3800919334805464
23.080402205637995,42.1657528474538,3.36877783924349
23.301275117182723,39.3926972435955,3.2421264258649627
23.22500133580647,37.47030256056171,3.2396909328462167
22.936484068699524,38.17126900716216,3.1632453340762954
23.52028056469589,79.764219255059,3.2764449808290568
22.244221529455483,67.93777125657071,3.267392953163575
21.215646533060017,70.47876366218763,3.300145296704306
20.880044980167202,66.74673252670334,3.2605847225136544
19.93227114734962,66.12480405874065,3.173552856377915
18.33030417804208,67.91559753608873,3.239224656162926
15.123568196841104,66.17012283580986,3.2359415094790784
14.890613016874566,61.248961505417086,3.3143087700048275
15.074328812037846,60.2186309775181,3.417018870570674
15.609206667279892,55.742320838381495,3.376732887538255
28.31169027529941,76.94560213201316,3.225550699495626
27.376914533926193,78.54866551443816,3.2566037056570334
24.468036902383524,77.44962799061362,3.2624167828440274
20.475802037425144,75.75807557388791,3.2229374813106473
17.390070746229558,72.87079830172951,3.2208073316802963
13.102736776972288,70.0211619448633,3.3021823521999636
6.7332772941537895,65.91397738212763,3.2307654487231328
2.066634798775374,66.20941271165162,3.1564412678104663
0.0,72.11300501665295,3.1063222335929312
0.8020520044179756,71.44417038942149,3.011861374907678
26.55581729342928,60.2420249734478,3.3155767577932416
25.810267786416013,44.72169815705583,3.3530923507249653
24.13682145381507,52.077091577589016,3.406979749540507
23.63757628715355,55.886510812081625,3.339552863363334
