time,value_temp,value_hum,value_acid
2023-04-13T06:09:14Z,12.983162343121023,69.86187726593374,3.2332086574669905
2023-04-13T06:19:07Z,13.766973307272064,70.58082964826896,3.2801619618737217
2023-04-13T06:28:57Z,14.64399076166016,79.85235437095203,3.271430362190205
2023-04-13T06:38:58Z,13.820041778310944,69.7589597814761,3.24866404368226
2023-04-13T06:49:03Z,13.44857088434177,68.13685307684752,3.259601322544861
2023-04-13T06:58:57Z,12.841233419605038,66.69149428145411,3.1896172410679022
2023-04-13T07:08:59Z,13.500267631965768,63.86145880135108,3.231914414687634
2023-04-13T07:19:00Z,11.697436430171033,61.78910776889598,3.1511968545753284
2023-04-13T07:29:09Z,11.368725354584647,73.61563323270128,3.026899338592781
2023-04-13T07:39:09Z,11.057350309549228,73.30268308598271,3.015978908293941
2023-04-13T07:49:18Z,12.07087648434918,74.84489139231722,3.006264969948902
2023-04-13T07:59:22Z,11.459665882689228,70.26769764749258,3.3440821778588306
2023-04-13T08:09:14Z,13.095899163342011,67.75135038095009,3.4077716359146684
2023-04-13T08:19:07Z,13.911757461487896,64.99158640155625,3.484595964701585
2023-04-13T08:29:08Z,13.445014806685984,64.32994076391455,3.4870919783313994
2023-04-13T08:39:02Z,12.47080183059669,67.42062382726472,3.5332897966445747
2023-04-13T08:48:59Z,9.759224196483778,82.18518578847815,3.40803447350934
2023-04-13T08:59:01Z,8.790779591619328,73.4248720896214,3.351376123293746
2023-04-13T09:09:09Z,9.664934009258852,70.9439791188632,3.353649061939364
2023-04-13T09:18:59Z,8.475193383490687,70.55838154036148,3.362996240748453
2023-04-13T09:28:55Z,8.935036016754994,77.99711454938466,3.287990478539647
2023-04-13T09:39:04Z,15.770539045417868,63.96652682022202,3.278796149900998
2023-04-13T09:49:01Z,13.480240129344695,58.78207245165,3.3233843238267
2023-04-13T09:59:08Z,11.938460776260072,49.80379450025504,3.313416578717164
2023-04-13T10:09:10Z,10.509287303965664,47.07206134096361,3.6492529432025473
2023-04-13T10:19:10Z,10.356702841672838,43.80191420661668,3.269627431079265
2023-04-13T10:29:04Z,8.18771853963828,33.82142402608294,3.2838052953014074
2023-04-13T10:39:05Z,7.940314630911384,39.84078309844342,3.347875261321224
2023-04-13T10:49:00Z,9.2228129990495,48.83283259674717,3.3755841397055955
2023-04-13T10:59:06Z,10.021074425142944,40.19294323815895,3.4148760687043995
2023-04-13T11:09:12Z,11.34266378417936,41.28569589951231,3.3496400472838093
2023-04-13T11:19:10Z,13.068026060826018,66.36237043986483,3.2464032360025503
2023-04-13T11:29:19Z,16.85329851145744,64.00060109384333,3.369423765640522
2023-04-13T11:39:12Z,19.197529726684223,59.88625506169636,3.293585819170432
2023-04-13T11:49:17Z,19.79436307099037,58.020561464866574,3.2578059395904857
2023-04-13T11:59:12Z,20.66119271982825,54.75618691033284,3.13481007624986
2023-04-13T12:09:16Z,21.374853148972367,47.80293646042775,3.134890410201873
2023-04-13T12:19:07Z,23.27813344775941,50.93457445036768,3.1335442773516218
2023-04-13T12:29:14Z,23.58206007302933,51.25978572865783,3.243489108414442
2023-04-13T12:39:19Z,23.129105501483643,51.99162042718525,3.230917249290002
