time,value_temp,value_hum,value_acid,value_PV
2024-01-01 00:00:00+00:00,7.3666143,27.806671,9.615265,3.839805
2024-01-01 00:10:00+00:00,7.434495,29.411554,9.651044,3.942446
2024-01-01 00:20:00+00:00,7.4598274,31.068245,9.540983,3.9954157
2024-01-01 00:30:00+00:00,7.3963814,30.088524,9.471957,3.991063
2024-01-01 00:40:00+00:00,7.547379,30.570942,9.484596,4.0193267
2024-01-01 00:50:00+00:00,7.4734254,30.803717,9.525076,3.980003
2024-01-01 01:00:00+00:00,7.5157986,30.053583,9.518018,4.0144415
2024-01-01 01:10:00+00:00,7.6152306,29.182644,9.59321,4.073092
2024-01-01 01:20:00+00:00,7.630721,27.68661,9.629016,4.1383667
2024-01-01 01:30:00+00:00,7.6523395,28.251047,9.676023,4.2679954
2024-01-01 01:40:00+00:00,7.604449,26.963219,9.712953,4.479057
2024-01-01 01:50:00+00:00,7.740381,27.246536,9.664634,4.5633245
2024-01-01 02:00:00+00:00,7.89892,27.627632,9.587965,4.748867
2024-01-01 02:10:00+00:00,7.6822166,27.052532,9.590602,4.855794
2024-01-01 02:20:00+00:00,7.603123,27.090261,9.539922,5.0759864
2024-01-01 02:30:00+00:00,7.771006,25.443495,9.488455,5.159975
2024-01-01 02:40:00+00:00,7.681444,24.356413,9.543091,5.2896914
2024-01-01 02:50:00+00:00,7.9085956,24.597816,9.475535,5.301385
2024-01-01 03:00:00+00:00,7.7562394,23.547966,9.465208,5.299976
2024-01-01 03:10:00+00:00,7.904404,23.842974,9.475107,5.4325423
2024-01-01 03:20:00+00:00,8.145391,23.672432,9.473002,5.4229755
2024-01-01 03:30:00+00:00,8.148496,23.272308,9.428336,5.418533
2024-01-01 03:40:00+00:00,8.344469,23.767685,9.458153,5.49262
2024-01-01 03:50:00+00:00,8.349814,22.560732,9.408865,5.524701
2024-01-01 04:00:00+00:00,8.499069,21.895668,9.487959,5.6903934
2024-01-01 04:10:00+00:00,8.720473,20.562153,9.463624,5.774582
2024-01-01 04:20:00+00:00,8.946857,19.447771,9.517705,5.8724537
2024-01-01 04:30:00+00:00,9.128512,19.191727,9.511519,5.9823337
2024-01-01 04:40:00+00:00,9.412568,19.9302,9.444672,6.0619316
2024-01-01 04:50:00+00:00,9.709827,19.536842,9.447943,6.093366
2024-01-01 05:00:00+00:00,9.869476,19.289045,9.478954,6.098895
2024-01-01 05:10:00+00:00,10.194846,19.534813,9.460499,6.1040983
2024-01-01 05:20:00+00:00,10.256687,19.205687,9.509543,6.101741
2024-01-01 05:30:00+00:00,10.409098,18.870144,9.55049,6.239146
2024-01-01 05:40:00+00:00,10.683642,19.309275,9.584899,6.3206763
2024-01-01 05:50:00+00:00,10.849211,18.281307,9.616728,6.3023725
2024-01-01 06:00:00+00:00,11.066998,18.772602,9.654872,6.225743
2024-01-01 06:10:00+00:00,11.463732,19.881151,9.664495,6.152197
2024-01-01 06:20:00+00:00,11.77674,20.194242,9.668993,6.077574
2024-01-01 06:30:00+00:00,11.7283,20.698408,9.686019,5.9644976
2024-01-01 06:40:00+00:00,11.859453,20.56458,9.7226,5.808736
2024-01-01 06:50:00+00:00,11.829636,20.390232,9.720598,5.7060885
2024-01-01 07:00:00+00:00,11.780763,20.39737,9.799909,5.6207075
