value_temp,value_hum,value_acid,time
13.70963849765306,33.739591942853345,3.263711247949717,2023-04-13 06:09:14.000000
11.027433140260811,24.63778495775169,3.313531136468301,2023-04-13 06:17:21.858346
9.32431233970807,37.22426507599557,3.38781763291204,2023-04-13 06:25:41.333694
10.185272239793129,35.148697335915294,3.369634958808781,2023-04-13 06:34:31.983920
12.605835066350194,32.07688315981011,3.334892493475925,2023-04-13 06:42:42.789270
12.845338475235186,30.32835702064124,3.3357938903955384,2023-04-13 06:52:57.314820
13.092319247568666,28.042310628816647,3.3484159033925187,2023-04-13 07:04:33.058470
13.444540957488536,30.12128842364865,3.3730778283784475,2023-04-13 07:15:41.809385
14.61129883604981,30.02043658421256,3.4783275853246685,2023-04-13 07:23:58.043543
17.37750290054099,32.032132163189914,3.345371232666428,2023-04-13 07:35:55.579010
18.61365684656129,35.01257785026937,3.3196181753057363,2023-04-13 07:44:51.026943
12.205545128718253,27.732348039089377,3.2934319193573143,2023-04-13 07:53:29.029440
11.732540113445664,31.335279769452,3.3411886097323853,2023-04-13 08:03:48.096783
10.080710434719755,44.50546154232535,3.3194959832164965,2023-04-13 08:13:44.681137
9.408921608490852,47.02086779287416,3.377450954305889,2023-04-13 08:23:31.841913
12.008409667716354,48.20081570679337,3.4656581384639003,2023-04-13 08:33:24.173530
12.71688785568237,53.97923305034406,3.518646523051732,2023-04-13 08:41:31.426466
12.605618838598382,59.35430625848645,3.526538504835491,2023-04-13 08:50:27.269389
14.2761080032323,53.051933804762896,3.66780484060789,2023-04-13 08:59:43.157077
15.484842510986429,41.888190458092055,3.66781313002098,2023-04-13 09:11:22.325417
18.816938268746128,45.90357824304891,3.64243048661925,2023-04-13 09:20:38.867045
11.97447067653256,12.691194626883092,3.2287186204779204,2023-04-13 09:31:32.223360
11.957885686314071,12.677375517402528,3.281297139640792,2023-04-13 09:42:22.316458
14.907179091578309,15.826421380814113,3.250753108529908,2023-04-13 09:51:15.424981
17.53943273057117,33.10072686396482,3.166410786470859,2023-04-13 10:00:09.078457
17.747307438162043,30.72121486948968,3.13654679424858,2023-04-13 10:11:14.520414
17.942750360276822,37.65731185516832,3.069259325589725,2023-04-13 10:23:11.086133
17.506607341597235,38.88747446872826,3.063371539681728,2023-04-13 10:31:34.925695
15.298437253257047,43.017818421549705,2.934917873407357,2023-04-13 10:41:50.060968
13.420380833238848,51.22916919668267,3.005240188302717,2023-04-13 10:50:34.265261
12.483493463977286,49.136125509728735,3.0548217776185846,2023-04-13 11:01:55.737827
13.350033182805504,24.618406234093047,3.1676087601698817,2023-04-13 11:13:51.968284
13.836923963863727,21.88779079234711,3.130829248324208,2023-04-13 11:23:16.116134
15.514771161274874,25.741806438230068,3.0538034078698253,2023-04-13 11:32:54.614903
15.09858756413818,25.66815960106591,3.1148262293404287,2023-04-13 11:42:57.015053
14.442611285031289,16.964455960824022,3.127960650872436,2023-04-13 11:54:31.128870
17.44810335277532,5.322288664227598,3.122107711200941,2023-04-13 12:05:29.254864
14.963231416755416,9.992613511761997,3.0368822596326046,2023-04-13 12:17:24.717782
14.38468288274895,19.881887816224967,2.9755584096607484,2023-04-13 12:28:41.889035
15.665843667777326,20.50840622320875,2.993972419792253,2023-04-13 12:36:51.127719
16.82548540172364,24.59090918773462,3.0362851148748917,2023-04-13 12:47:01.078213
12.914940853627414,21.00227971481856,3.2594035716113186,2023-04-13 12:55:50.842849
14.806896008369176,20.85085862775481,3.2834864657422096,2023-04-13 13:05:31.969948
16.165379307179194,21.63710237564501,3.147972675638336,2023-04-13 13:13:57.326077
15.800975787547832,24.426906496575302,2.860033771682955,2023-04-13 13:25:43.969197
16.887256288616076,32.596339785240986,2.811756229852121,2023-04-13 13:35:54.440373
17.018524548664857,39.36885831600405,2.907140664176432,2023-04-13 13:47:11.146592
18.308939832143714,45.47871552343675,2.956404339149568,2023-04-13 13:56:23.881205
20.13009924012163,54.634320625187584,3.129033976359821,2023-04-13 14:05:55.796798
16.214940791968438,62.74899367193628,3.192146650974774,2023-04-13 14:16:37.764466
11.562761609614414,59.20860032691624,3.154112060584352,2023-04-13 14:25:55.186729
12.234022223950197,26.46119543946972,3.222781558614338,2023-04-13 14:36:05.944112
10.19974771202381,34.425573906233744,3.1618838458783194,2023-04-13 14:46:16.400784
9.73672610706122,37.065048962268754,3.172322059049276,2023-04-13 14:55:48.753028
10.477467446629872,32.01047707621496,3.3054815023282,2023-04-13 15:03:55.324064
11.204014684427648,34.92851477402001,3.1586921148237224,2023-04-13 15:13:55.963537
9.113786501685516,47.20946433198219,3.1785854781763287,2023-04-13 15:22:51.108012
11.350095896834942,50.16243596264361,3.0014519265210047,2023-04-13 15:31:48.368431
11.890774104463322,49.68054525902581,3.005178785242798,2023-04-13 15:39:54.281760
13.14666878819217,46.72067305406957,3.091305326715448,2023-04-13 15:49:35.977918
12.536567886703688,49.25039988217369,3.1458769892032947,2023-04-13 15:59:18.084171
12.43997824808352,16.817504850976206,3.327195312899759,2023-04-13 16:10:26.551534
15.70552255468209,31.722991463831544,3.176948165583585,2023-04-13 16:20:25.391590
15.53848417573767,31.51699189906704,3.177333776799877,2023-04-13 16:30:17.607441
15.811214054958011,32.75628978097114,3.1959144962390624,2023-04-13 16:40:19.085007
13.249838569950224,32.2823485676784,3.197330911323747,2023-04-13 16:49:52.261024
13.051483177889914,40.06100208257608,3.1724873867881085,2023-04-13 17:01:34.080847
10.73136688015516,49.54097835997503,3.2697518292994934,2023-04-13 17:09:40.532832
11.458101869534405,50.29269552801513,3.226828634293609,2023-04-13 17:18:53.099359
13.672236949963398,55.89542302867916,3.040445172184414,2023-04-13 17:28:59.371724
15.094423527969026,53.182279582410864,2.901364171314537,2023-04-13 17:37:45.754990
12.04589441996545,18.04782508931493,3.439513176073274,2023-04-13 17:48:37.354630
11.205486586946176,12.494085703128304,3.480365859898685,2023-04-13 17:59:09.651153
12.77925834528547,9.299527516851832,3.3699895614798137,2023-04-13 18:09:56.309831
14.738052117591888,16.693092884707923,3.2502336386429924,2023-04-13 18:19:20.132119
13.761516988931872,29.30835730636309,3.251355472547715,2023-04-13 18:30:27.334085
13.638573892973032,40.71912289267966,3.1691567313104434,2023-04-13 18:39:35.988265
15.149231677778412,40.04882854992241,3.2538676252366576,2023-04-13 18:50:03.100830
16.489791328898225,43.308707263546296,3.2121304303331115,2023-04-13 18:58:44.379500
17.778986484009945,45.9350816457379,3.150044875402957,2023-04-13 19:08:19.323178
18.319904236759506,42.46061195478266,3.268002609630047,2023-04-13 19:17:08.466517
12.546434792378813,18.60401152116436,3.264307834007061,2023-04-13 19:27:31.601855
12.69492465101876,15.340061073566924,3.339674870797728,2023-04-13 19:37:08.267632
11.467075716879796,15.331077143689717,3.469948216752801,2023-04-13 19:48:08.805901
13.380244087332404,16.991894289437823,3.3861486977434376,2023-04-13 19:59:17.926190
14.61859042100406,23.739104954994197,3.349473878114926,2023-04-13 20:07:22.032254
17.865587954302477,32.01339500255524,3.300386122908458,2023-04-13 20:16:33.522538
20.829160447959307,32.734624276679455,3.224154991557079,2023-04-13 20:25:54.928454
21.12317305310927,37.919491649886616,3.199849050811032,2023-04-13 20:35:24.423406
21.873604922852632,38.71526688337487,3.1572892084122195,2023-04-13 20:43:36.692985
22.51531043752867,33.402035178007,3.2208808268945406,2023-04-13 20:51:37.701565
12.713488020859916,22.06885094162144,3.2474635931023896,2023-04-13 20:59:55.589404
12.836880281904836,24.540504102650058,3.162888246430947,2023-04-13 21:08:31.249860
14.643893003864305,15.395619497476758,3.0515632707363247,2023-04-13 21:19:27.975905
14.64539501651604,15.411927411691536,3.032399989766157,2023-04-13 21:29:55.687007
15.227439203393436,7.835403105093911,3.0083705162973957,2023-04-13 21:38:49.736181
15.09933363774598,17.30098633094658,3.0513580310085446,2023-04-13 21:47:31.530155
13.187334259816538,21.85037430514657,3.044591260297804,2023-04-13 21:55:32.695398
12.80730103247955,30.209155257378907,3.007517781302768,2023-04-13 22:03:43.216490
13.943349781436057,39.29173389113826,2.9406387965000254,2023-04-13 22:14:22.167155
