time,value_temp,value_hum,value_acid,value_PV,label
2023-04-04T19:04:06Z,20.6,66.0,11.4,0.7,good
2023-04-04T19:16:42Z,20.3,66.0,11.4,0.6,error
2023-04-04T19:26:45Z,19.6,67.0,11.4,0.6,error
2023-04-04T19:36:49Z,14.5,68.0,11.4,0.9,error
2023-04-04T19:46:52Z,3.8,155.0,11.3,0.4,error
2023-04-04T20:06:59Z,3.6,166.0,11.2,0.4,error
2023-04-04T20:17:03Z,3.6,168.0,11.2,0.6,error
2023-04-04T20:27:06Z,3.6,169.0,11.2,0.6,error
2023-04-04T20:37:10Z,3.6,170.0,11.2,0.6,error
2023-04-04T20:47:13Z,3.6,170.0,11.2,0.6,error
2023-04-04T20:57:17Z,3.5,170.0,11.2,0.6,error
2023-04-04T21:07:20Z,3.5,170.0,11.2,0.6,error
2023-04-04T21:14:04Z,3.6,171.0,11.2,0.6,error
2023-04-04T21:24:07Z,3.5,171.0,11.2,0.6,error
2023-04-04T21:34:11Z,3.6,171.0,11.2,0.6,error
2023-04-04T21:44:14Z,3.6,171.0,11.2,0.4,error
2023-04-04T21:54:18Z,3.5,171.0,11.2,0.6,error
2023-04-04T22:04:21Z,3.5,172.0,11.2,0.4,error
2023-04-04T22:14:25Z,3.5,172.0,11.2,0.4,error
2023-04-04T22:24:28Z,3.5,171.0,11.2,0.6,error
2023-04-04T22:34:32Z,3.5,171.0,11.2,0.6,error
2023-04-04T22:44:35Z,3.6,172.0,11.2,0.6,error
2023-04-04T22:54:39Z,3.5,172.0,11.2,0.4,error
2023-04-04T23:04:42Z,3.5,172.0,11.2,0.6,error
2023-04-04T23:14:46Z,3.5,172.0,11.2,0.7,error
2023-04-04T23:24:49Z,3.4,172.0,11.2,0.6,error
2023-04-04T23:34:52Z,3.5,172.0,11.2,0.6,error
2023-04-04T23:44:56Z,3.3,172.0,11.2,0.6,error
2023-04-04T23:54:59Z,3.3,172.0,11.2,0.4,error
2023-04-05T00:05:03Z,3.3,172.0,11.2,0.6,error
2023-04-05T00:15:06Z,3.3,172.0,11.2,0.4,error
2023-04-05T00:25:10Z,3.3,172.0,11.2,0.7,error
2023-04-05T00:35:13Z,3.2,172.0,11.2,0.6,error
2023-04-05T00:45:17Z,3.2,172.0,11.2,0.4,error
2023-04-05T00:55:20Z,3.1,172.0,11.2,0.6,error
2023-04-05T01:05:24Z,3.1,172.0,11.2,0.6,error
2023-04-05T01:15:27Z,3.1,172.0,11.2,0.6,error
2023-04-05T01:25:31Z,3.2,172.0,11.2,0.6,error
2023-04-05T01:35:34Z,3.0,172.0,11.2,0.4,error
2023-04-05T01:45:38Z,3.1,172.0,11.2,0.6,error
2023-04-05T01:55:41Z,3.1,172.0,11.2,0.6,error
2023-04-05T02:05:45Z,3.0,172.0,11.2,0.6,error
2023-04-05T02:15:48Z,3.1,172.0,11.2,0.4,error
2023-04-05T02:25:52Z,3.0,172.0,11.2,0.6,error
2023-04-05T02:35:55Z,3.1,172.0,11.2,0.6,error
2023-04-05T02:45:59Z,3.0,172.0,11.2,0.6,error
2023-04-05T02:56:02Z,2.9,172.0,11.2,0.6,error
2023-04-05T03:06:06Z,3.0,172.0,11.2,0.6,error
2023-04-05T03:16:09Z,3.0,172.0,11.2,0.6,error
2023-04-05T03:26:13Z,3.0,171.0,11.1,0.7,error
2023-04-05T03:36:16Z,2.9,171.0,11.2,0.8,error
2023-04-05T03:46:20Z,3.0,172.0,11.2,1.2,error
2023-04-05T03:56:23Z,2.8,172.0,11.2,2.5,error
2023-04-05T04:06:27Z,2.8,171.0,11.1,3.6,error
2023-04-05T04:16:30Z,2.8,171.0,11.2,3.5,error
2023-04-05T04:26:34Z,2.9,171.0,11.2,3.6,error
2023-04-05T04:36:37Z,2.9,171.0,11.2,3.8,error
2023-04-05T04:46:41Z,3.0,172.0,11.2,4.0,error
2023-04-05T04:56:44Z,2.9,171.0,11.2,4.0,error
2023-04-05T05:06:48Z,3.0,171.0,11.2,4.0,error
2023-04-05T05:16:51Z,2.8,171.0,11.2,4.1,error
2023-04-05T05:26:55Z,2.9,171.0,11.2,4.0,error
2023-04-05T05:36:58Z,3.0,171.0,11.2,4.0,error
2023-04-05T05:47:02Z,2.9,172.0,11.2,4.1,error
2023-04-05T05:57:05Z,3.0,171.0,11.2,4.0,error
2023-04-05T06:07:08Z,2.9,172.0,11.2,4.0,error
2023-04-05T06:17:12Z,3.0,171.0,11.2,4.1,error
2023-04-05T06:27:15Z,3.1,171.0,11.2,4.0,error
2023-04-05T06:37:19Z,3.1,171.0,11.2,4.0,error
2023-04-05T06:47:22Z,3.1,172.0,11.2,4.1,error
2023-04-05T06:57:26Z,3.1,172.0,11.2,4.0,error
2023-04-05T07:07:29Z,3.2,171.0,11.2,4.0,error
2023-04-05T07:17:33Z,3.3,172.0,11.2,4.0,error
2023-04-05T07:27:36Z,3.3,172.0,11.2,4.0,error
2023-04-05T07:37:40Z,3.4,172.0,11.2,4.1,error
2023-04-05T07:47:43Z,3.4,172.0,11.2,4.0,error
2023-04-05T07:57:47Z,3.5,172.0,11.2,4.0,error
2023-04-05T08:04:30Z,3.5,172.0,11.2,4.0,error
2023-04-05T08:14:34Z,3.6,172.0,11.2,4.0,error
2023-04-05T08:24:37Z,3.8,172.0,11.2,4.0,error
2023-04-05T08:34:41Z,3.7,173.0,11.2,4.0,error
2023-04-05T08:44:44Z,3.8,173.0,11.2,4.0,error
2023-04-05T08:54:48Z,3.7,173.0,11.2,4.0,error
2023-04-05T09:04:51Z,3.8,172.0,11.2,4.0,error
2023-04-05T09:14:55Z,4.1,172.0,11.2,4.1,error
2023-04-05T09:24:58Z,3.8,173.0,11.2,4.1,error
2023-04-05T09:35:02Z,4.5,173.0,11.3,4.1,error
2023-04-05T09:45:05Z,4.1,173.0,11.2,4.0,error
2023-04-05T09:55:09Z,4.3,173.0,11.3,4.1,error
2023-04-05T10:05:12Z,4.2,174.0,11.3,4.0,error
2023-04-05T10:15:15Z,4.3,173.0,11.3,4.1,error
2023-04-05T10:25:19Z,4.3,174.0,11.2,4.1,error
2023-04-05T10:35:22Z,4.2,173.0,11.2,4.1,error
2023-04-05T10:45:26Z,4.3,173.0,11.2,4.1,error
2023-04-05T10:55:29Z,4.2,173.0,11.2,4.1,error
2023-04-05T11:05:33Z,4.2,173.0,11.2,4.0,error
2023-04-05T11:15:36Z,4.4,173.0,11.2,4.0,error
2023-04-05T11:25:40Z,4.3,173.0,11.2,4.1,error
2023-04-05T11:35:43Z,4.2,173.0,11.2,4.0,error
2023-04-05T11:45:47Z,4.3,173.0,11.2,4.0,error
2023-04-05T11:55:50Z,4.3,173.0,11.2,4.0,error
2023-04-05T12:05:54Z,4.3,173.0,11.2,4.0,error
