time,value_temp,value_hum,value_acid,value_PV,label
2023-08-06T11:16:47Z,0.0,78.0,8.4,2.3,error
2023-08-06T11:23:22Z,22.6,4.0,7.9,2.3,error
2023-08-06T11:33:22Z,22.7,4.0,8.0,2.3,error
2023-08-06T11:43:22Z,22.6,4.0,7.9,2.3,error
2023-08-06T11:56:42Z,22.6,4.0,7.9,2.3,error
2023-08-06T12:06:42Z,22.6,4.0,7.9,2.3,error
2023-08-06T12:16:42Z,22.6,4.0,7.8,2.3,error
2023-08-06T12:30:02Z,22.6,4.0,7.8,2.3,error
2023-08-06T12:39:26Z,22.6,4.0,7.7,0.6,error
2023-08-06T14:19:25Z,22.7,4.0,7.2,0.6,error
2023-08-06T15:59:24Z,23.0,4.0,6.8,0.4,error
2023-08-07T10:13:08Z,23.2,76.0,11.4,3.6,error
2023-08-07T10:23:08Z,23.3,76.0,11.4,3.5,error
2023-08-07T10:33:08Z,23.3,76.0,11.5,3.6,error
2023-08-07T10:46:28Z,23.3,76.0,11.4,3.4,error
2023-08-07T10:56:28Z,23.3,76.0,11.5,3.3,error
2023-08-07T11:06:28Z,19.7,80.0,11.4,4.1,error
2023-08-07T11:19:48Z,20.4,80.0,11.4,4.1,error
2023-08-07T11:29:48Z,20.4,81.0,11.4,3.9,error
2023-08-07T11:39:47Z,20.3,81.0,11.4,4.1,error
2023-08-07T11:53:07Z,21.0,82.0,11.4,4.1,error
2023-08-07T12:03:07Z,20.0,84.0,11.4,4.1,error
2023-08-07T12:13:07Z,19.1,84.0,11.4,4.1,error
2023-08-07T12:23:07Z,19.5,83.0,11.4,6.1,error
2023-08-07T12:36:27Z,19.6,83.0,11.4,5.5,error
2023-08-07T12:46:27Z,19.5,84.0,11.4,6.2,error
2023-08-07T12:56:27Z,19.1,85.0,11.4,4.1,error
2023-08-07T13:09:47Z,19.0,86.0,11.4,4.4,error
2023-08-07T13:19:47Z,18.9,86.0,11.4,4.1,error
2023-08-07T13:29:47Z,20.3,86.0,11.4,4.1,error
2023-08-07T13:43:07Z,20.1,86.0,11.4,4.1,error
2023-08-07T13:53:07Z,19.5,87.0,11.4,4.1,error
2023-08-07T14:03:06Z,19.6,88.0,11.4,4.1,error
2023-08-07T14:13:06Z,18.9,89.0,11.4,4.1,error
2023-08-07T14:26:26Z,18.7,89.0,11.4,4.1,error
2023-08-07T14:36:26Z,18.8,90.0,11.4,5.4,error
2023-08-07T14:46:26Z,18.9,91.0,11.4,5.2,error
2023-08-07T14:59:46Z,17.5,93.0,11.4,4.9,error
2023-08-07T15:09:46Z,17.5,95.0,11.4,4.4,error
2023-08-07T15:19:46Z,18.0,96.0,11.4,5.9,error
2023-08-07T15:33:06Z,18.0,98.0,11.4,5.8,error
2023-08-07T15:43:06Z,17.9,99.0,11.4,5.9,error
2023-08-07T15:53:06Z,18.0,101.0,11.4,5.1,error
2023-08-07T16:06:26Z,18.0,101.0,11.4,5.3,error
2023-08-07T16:16:26Z,18.5,101.0,11.4,5.7,error
