time,value_temp,value_hum,value_acid,value_PV,label
2023-09-11 21:20:00+00:00,21.085714285714285,7.0,3.5,0.6,0
2023-09-11 21:30:00+00:00,21.042857142857144,7.0,3.5,0.6,0
2023-09-11 21:40:00+00:00,21.0,7.0,3.5,0.6,0
2023-09-11 21:50:00+00:00,20.94,7.1,3.5,0.6,0
2023-09-11 22:00:00+00:00,20.88,7.2,3.5,0.6,0
2023-09-11 22:10:00+00:00,20.82,7.3,3.5,0.6,0
2023-09-11 22:20:00+00:00,20.76,7.4,3.5,0.6,0
2023-09-11 22:30:00+00:00,20.7,7.5,3.5,0.6,0
2023-09-11 22:40:00+00:00,20.64,7.6,3.5,0.6,0
2023-09-11 22:50:00+00:00,20.58,7.7,3.5,0.6,0
2023-09-11 23:00:00+00:00,20.52,7.8,3.5,0.6,0
2023-09-11 23:10:00+00:00,20.46,7.9,3.5,0.6,0
2023-09-11 23:20:00+00:00,20.4,8.0,3.5,0.6,0
2023-09-11 23:30:00+00:00,20.34,8.0,3.5,0.6,0
2023-09-11 23:40:00+00:00,20.28,8.0,3.5,0.6,0
2023-09-11 23:50:00+00:00,20.22,8.0,3.5,0.6,0
2023-09-12 00:00:00+00:00,20.16,8.0,3.5,0.6,0
2023-09-12 00:10:00+00:00,20.1,8.0,3.5,0.6,0
2023-09-12 00:20:00+00:00,20.04,8.0,3.5,0.6,0
2023-09-12 00:30:00+00:00,19.98,8.0,3.5,0.6,0
2023-09-12 00:40:00+00:00,19.92,8.0,3.5,0.6,0
2023-09-12 00:50:00+00:00,19.86,8.0,3.5,0.6,0
2023-09-12 01:00:00+00:00,19.8,8.0,3.5,0.6,0
2023-09-12 01:10:00+00:00,19.75,8.0,3.5,0.6,0
2023-09-12 01:20:00+00:00,19.7,8.0,3.5,0.6,0
2023-09-12 01:30:00+00:00,19.65,8.0,3.5,0.6,0
2023-09-12 01:40:00+00:00,19.6,8.0,3.5,0.6,0
2023-09-12 01:50:00+00:00,19.55,8.0,3.5,0.6,0
2023-09-12 02:00:00+00:00,19.5,8.0,3.5,0.6,0
2023-09-12 02:10:00+00:00,19.45,8.0,3.5,0.6,0
2023-09-12 02:20:00+00:00,19.4,8.0,3.5,0.6,0
2023-09-12 02:30:00+00:00,19.35,8.0,3.5,0.6,0
2023-09-12 02:40:00+00:00,19.3,8.0,3.5,0.6,0
2023-09-12 02:50:00+00:00,19.255000000000003,8.1,3.5,0.85,0
2023-09-12 03:00:00+00:00,19.21,8.2,3.5,1.1,0
2023-09-12 03:10:00+00:00,19.165,8.3,3.5,1.35,0
2023-09-12 03:20:00+00:00,19.12,8.4,3.5,1.6,0
2023-09-12 03:30:00+00:00,19.075000000000003,8.5,3.5,1.85,0
2023-09-12 03:40:00+00:00,19.03,8.6,3.161850362433914,2.1,1
2023-09-12 03:50:00+00:00,18.985,8.7,3.256169218572296,2.35,1
2023-09-12 04:00:00+00:00,18.94,8.8,3.2423276596563038,2.6,1
2023-09-12 04:10:00+00:00,18.895000000000003,8.9,4.328300352613597,2.85,1
2023-09-12 04:20:00+00:00,18.85,9.0,4.268127323630338,3.1,1
2023-09-12 04:30:00+00:00,18.7,9.0,3.2607240925401206,4.0,1
2023-09-12 04:40:00+00:00,18.6,9.0,3.7115483790371173,4.0,1
2023-09-12 04:50:00+00:00,18.6,9.0,3.7448351913103646,4.0,1
2023-09-12 05:00:00+00:00,18.6,9.0,4.504019851323234,4.0,1
2023-09-12 05:10:00+00:00,18.6,9.0,3.1678661408971562,4.0,1
2023-09-12 05:20:00+00:00,18.5,9.0,3.7190869686499752,4.0,1
2023-09-12 05:30:00+00:00,18.5,9.0,4.291278616965061,3.8,1
2023-09-12 05:40:00+00:00,18.5,9.0,3.0827408135452745,4.0,1
2023-09-12 05:50:00+00:00,18.4,9.0,3.9756474777290274,4.0,1
2023-09-12 06:00:00+00:00,18.4,9.0,4.30599444676318,4.0,1
2023-09-12 06:10:00+00:00,18.3,9.0,2.739760023098938,4.0,1
2023-09-12 06:20:00+00:00,18.3,9.0,4.357912762571496,4.0,1
2023-09-12 06:30:00+00:00,18.3,9.0,3.2397042841567445,4.0,1
2023-09-12 06:40:00+00:00,18.3,9.0,2.8070503403978178,4.0,1
2023-09-12 06:50:00+00:00,18.3,9.0,2.6784922415565386,4.0,1
2023-09-12 07:00:00+00:00,18.3,9.0,3.1079507332783503,4.0,1
2023-09-12 07:10:00+00:00,18.2,9.0,2.8454359882385933,4.0,1
2023-09-12 07:20:00+00:00,18.2,9.0,4.058470488606998,4.0,1
2023-09-12 07:30:00+00:00,18.2,8.0,3.11506310728107,4.0,1
