time,value_temp,value_hum,value_acid,label
2023-04-13T06:09:14Z,19.52800498410177,62.9023966620266,3.234052326458277,0
2023-04-13T06:19:14Z,27.053996950241423,90.35968655809076,3.2470013076166047,1
2023-04-13T06:29:08Z,27.157171281040632,71.3609962888606,3.357068934527553,0
2023-04-13T06:39:15Z,26.42381277562237,59.38959469261322,3.337529375699717,0
2023-04-13T06:49:05Z,25.658270379658298,55.38251656982804,3.3224510812487456,0
2023-04-13T06:59:06Z,24.85009950057298,51.62361232728717,3.2649232047273014,0
2023-04-13T07:09:03Z,24.09319245619277,44.33402502407596,3.3372257786659407,0
2023-04-13T07:18:53Z,22.57151026195032,37.46319150845846,3.3831156793359765,0
2023-04-13T07:28:54Z,21.788969654170376,39.23964418900211,3.335345895086,0
2023-04-13T07:38:44Z,22.247123839829108,40.32623815942864,3.272021733248899,0
2023-04-13T07:48:45Z,23.63320507978926,39.85591086248922,3.1662947379111284,0
2023-04-13T07:58:44Z,27.66622162149617,61.746817344643866,3.2559327024783995,0
2023-04-13T08:08:41Z,26.512137033195053,59.58067480733329,3.187088313690426,0
2023-04-13T08:18:39Z,24.848163560979064,59.96443134717728,3.18216641469904,0
2023-04-13T08:28:32Z,24.05414219744388,59.72804374694045,3.1981630230097,0
2023-04-13T08:38:27Z,20.39896220394141,60.62061103264503,3.171577729303749,0
2023-04-13T08:48:25Z,17.03865284339035,59.699720069284965,3.14768679210508,0
2023-04-13T08:58:26Z,17.004841153281223,51.53045439360346,3.1719861076146705,0
2023-04-13T09:08:20Z,15.780482108216582,43.61643898782944,3.694631326567953,1
2023-04-13T09:18:22Z,14.335173680958595,39.28069292108419,3.3151158545087784,0
2023-04-13T09:28:20Z,13.18951356208364,28.004735939693244,3.280709175803908,0
2023-04-13T09:38:15Z,26.350466606716267,66.95781050600704,3.2355132495924943,1
2023-04-13T09:48:18Z,23.007485513954023,63.55052888318722,3.2203749074096213,0
2023-04-13T09:58:27Z,20.62131458268431,62.13773089058365,3.161154275922417,0
2023-04-13T10:08:23Z,19.177566984384704,56.66773393720206,3.076186869616358,0
2023-04-13T10:18:30Z,18.0653235042976,61.92050164113524,3.0277687847977948,0
2023-04-13T10:28:35Z,14.246088667412945,72.1816426876983,3.058494819640525,0
2023-04-13T10:38:32Z,14.951153691261409,68.5484599031458,3.009838558918915,0
2023-04-13T10:48:30Z,14.61202658750574,69.34766781496822,3.0776558225209354,0
2023-04-13T10:58:26Z,15.104229494066365,58.65491876043125,3.196143162390292,0
2023-04-13T11:08:28Z,15.598917996899145,62.79647612180656,3.171185874194225,0
2023-04-13T11:18:35Z,26.418555018775567,79.73340250765949,3.1521781475153805,0
2023-04-13T11:28:42Z,22.65475472389045,73.4434463645744,3.038498118907405,0
2023-04-13T11:38:40Z,21.26882947064797,75.07304716407934,3.0606053563651536,0
2023-04-13T11:48:44Z,19.04169284482608,70.26545888370242,3.063660536603727,0
2023-04-13T11:58:44Z,18.916002563970864,65.76367736557893,3.0485792867834,0
