value_temp,value_hum,value_acid,label
15.755060878029298,63.49969882493911,3.415528345658144,good
16.059775651136857,68.45993091167922,3.542073088694575,good
15.476886007486492,70.53453014637128,3.59292825239665,good
13.85842387253344,69.3570643718513,3.622042842035688,good
14.720302041040547,68.22198617441832,3.556651691579761,good
14.915999419614986,65.41726542947424,3.4869995756521392,good
14.637322508369907,65.06193958770282,3.443561561786655,good
13.828660257021395,64.04185266911635,3.5267605557178068,good
13.948439230046434,60.61565405484154,3.5645746651028376,good
12.557353076110251,50.14086543295797,3.607452192645293,good
12.866216725637315,49.26795041412614,3.58553649089362,good
18.38616263399261,72.78687065377378,3.502881403149293,error
19.20637907023356,73.81511170439762,3.4789781575703604,good
17.485295668946478,65.12837300409099,3.4563299505825587,good
14.954598605841948,62.75800703234548,3.5630536966708988,good
13.052605104721083,58.24416126097667,3.5898350207363965,good
10.823066214247657,52.82365376347663,3.663829966558211,good
11.066750745534012,60.35148425877321,3.6836261310545777,good
11.859733420961652,59.062232536117776,3.712398237255186,good
11.631452379668136,53.6113809667456,3.6665142647029114,good
13.01345568722582,55.087250964156574,3.6622391802089824,good
16.536856262256805,73.01907125851432,3.5053035278902933,good
16.721265182113715,74.23359734477891,3.4421023802685324,good
18.853632461833616,73.88147402141375,3.349080562363678,good
21.33500291884303,76.64045253404338,3.3402068216552467,good
23.40260244760861,78.47136920130386,3.302458514685769,good
24.63941590497768,77.91644002752132,3.2659734068432096,good
24.759942078928784,74.60925758162375,3.2298904968358717,good
22.64371097303857,66.91303216652771,3.1871449627214634,good
20.4232382100337,60.66084190207448,3.1697650940119626,good
20.56947224571384,62.31711935114303,3.1267791479226217,good
16.269585991523915,67.6785896671552,3.537831682602308,error
17.560053901566626,62.04895025498389,3.473696866060651,good
16.92510978253276,56.16353964027518,3.5054716608339707,good
15.867690303490017,52.914369594804846,3.5139122454841147,good
13.6203376383863,58.76013336278654,3.392114305876916,good
10.875577026307008,68.67306054293635,3.3472523432827392,good
10.038100703965627,71.89905789373258,3.2990511671638694,good
9.925145359975051,72.95858912876349,3.2934477287890407,good
9.194457417632998,73.33180683456571,3.214748816981376,good
10.717067578829164,65.03434226350949,3.1350539312107424,good
16.63845264299097,77.11599569603356,3.4626688734367392,error
16.73581509711597,74.38921039317637,3.3649920527607566,good
18.06405783170467,73.31181761823437,3.2126327770985488,good
20.91300412240551,66.30499413707295,3.149110389337867,good
23.77525164944984,65.42966047278708,2.9879781491075827,good
23.261868037643826,64.65535569083967,2.948038543980797,good
22.040762891822087,64.68063381368955,3.0793328861302154,good
19.9791966504062,61.16143627065584,3.182982441808471,good
20.67785407217912,63.95246096462371,3.1245460108278653,good
