time,value_temp,value_hum,value_acid,label
2023-04-13T06:09:14Z,18.978088438935767,33.81689307893501,3.4467947173867666,0
2023-04-13T06:19:15Z,21.81598806561469,32.23488550335328,3.7466130682972976,0
2023-04-13T06:29:08Z,21.610241305212057,39.42223379666066,3.5962522839188384,0
2023-04-13T06:39:08Z,22.15938133305154,42.86880911697899,3.4519249915142933,0
2023-04-13T06:49:05Z,22.022209798764788,50.036489022892304,3.326130842885986,0
2023-04-13T06:58:59Z,18.400377670553524,47.88510943425136,3.3418318499252537,0
2023-04-13T07:09:08Z,14.83622446290554,46.16709763650683,3.275501353070381,0
2023-04-13T07:19:06Z,15.255951385444826,44.89400211091354,3.137788526912328,0
2023-04-13T07:29:05Z,14.701007200659944,51.321503846863,3.108876513112351,0
2023-04-13T07:39:07Z,14.319425137573068,58.44789450223197,3.0102860173098094,0
2023-04-13T07:49:12Z,16.741274761070695,54.115472427256265,3.0177406716552646,0
2023-04-13T07:59:21Z,22.82447596827156,25.70168704362377,3.8351545791347568,1
2023-04-13T08:09:25Z,22.63919397059492,26.371941959258987,3.8390347908802127,0
2023-04-13T08:19:26Z,22.90762580166825,24.167244554250807,3.776761957624085,0
2023-04-13T08:29:19Z,22.315386816422,28.28287927580108,3.746990282447639,0
2023-04-13T08:39:16Z,20.949728069944392,34.46555988385661,3.633948809267114,0
2023-04-13T08:49:23Z,20.35202416573628,35.49917973398395,3.545613379869738,0
2023-04-13T08:59:28Z,20.015382120992044,37.39242759050956,3.525094864522732,0
2023-04-13T09:09:33Z,21.262853990766967,39.37038936032724,4.082756537823675,0
2023-04-13T09:19:27Z,20.93989593828732,43.73584382458407,3.464419484832509,0
2023-04-13T09:29:17Z,20.401598712062903,49.06710384522152,3.4015169296289915,0
2023-04-13T09:39:07Z,23.20821239496922,21.012522902129007,3.730380608432883,1
2023-04-13T09:49:00Z,22.326439873162045,23.90195414019913,3.553245099182174,0
2023-04-13T09:59:00Z,21.262495627157328,22.43620337999065,3.423366333875662,0
2023-04-13T10:09:08Z,18.932127869294185,20.827579931392155,3.4479448341392605,0
2023-04-13T10:19:03Z,19.713294754773752,17.64241296486422,3.4042769765505625,0
2023-04-13T10:28:58Z,20.0503241392062,21.57142714643134,3.4314387166929574,0
2023-04-13T10:38:59Z,18.431382857767577,20.738641108269537,3.364816378599719,0
2023-04-13T10:48:54Z,15.549328106083566,24.93181878271047,3.380936641434801,0
2023-04-13T10:58:57Z,13.745974446074618,25.95433364886162,3.479508437732454,0
2023-04-13T11:09:05Z,11.886591230883194,25.767328843454884,3.55222887781305,0
2023-04-13T11:19:05Z,22.62083576878144,26.08600932582814,3.71721319086288,1
2023-04-13T11:29:12Z,21.113490293705446,31.732102972009,3.711651442260572,0
2023-04-13T11:39:02Z,19.7671623029258,33.583580504576545,3.661385883498731,0
2023-04-13T11:49:02Z,15.06492983181527,37.67896144210185,3.507908729908994,0
2023-04-13T11:58:56Z,15.263295288612316,35.50651795762877,3.488033864416467,0
2023-04-13T12:08:54Z,14.88302419729671,29.78927118032931,3.4831924981197324,0
2023-04-13T12:18:45Z,16.651776033916736,21.330235032668305,3.434125255216001,0
2023-04-13T12:28:49Z,19.16106841432273,19.331694593584,3.3527882122447967,0
2023-04-13T12:38:52Z,20.70629531926208,23.501946721910507,3.353770774505121,0
2023-04-13T12:48:44Z,18.02094531924212,23.8539335038128,3.3502761594466803,0
2023-04-13T12:58:39Z,23.323300492298355,23.03288506363833,3.581200601066568,0
2023-04-13T13:08:38Z,22.97913829371255,24.43200105786708,3.4498243278237286,0
2023-04-13T13:18:33Z,21.843309218535783,29.28478493775013,3.258724544170552,0
2023-04-13T13:28:37Z,20.74784162803168,26.41346210526501,3.2018526437746893,0
2023-04-13T13:38:27Z,17.158303417707586,28.52687768410566,3.0802950291815447,0
2023-04-13T13:48:29Z,15.22940290926616,32.232008951327565,3.007465616124183,0
2023-04-13T13:58:33Z,13.260316573839232,27.41890553993736,2.9185392823723246,0
2023-04-13T14:08:32Z,12.618555951802705,23.95425906517769,2.9242929265834223,0
2023-04-13T14:18:30Z,11.68677845811812,20.328363160193994,2.97310933819744,0
2023-04-13T14:28:24Z,10.800227141130549,20.85610631910324,2.934766583752632,0
2023-04-13T14:38:25Z,23.64949415467656,26.14090459823491,3.659863227952381,1
2023-04-13T14:48:30Z,23.67066266803744,28.12567160388652,3.547968356826789,0
2023-04-13T14:58:20Z,24.386101861462443,30.34652823025192,3.461146039780166,0
2023-04-13T15:08:28Z,23.01822060198665,35.0124056250337,3.459509381735046,0
2023-04-13T15:18:27Z,22.36064629524781,34.84392041557524,3.546385475978487,0
