Architektura,Algorytm,Runda,Accuracy,Loss,Transfer_MB,Czas_s
fl_model_all4.json,fedavg,1,0.8949999809265137,0.3758430778980255,4.151153564453125,6.905280590057373
fl_model_all4.json,fedavg,2,0.9136999845504761,0.302217572927475,4.151153564453125,6.876996278762817
fl_model_all4.json,fedavg,3,0.9232000112533569,0.2735269069671631,4.151153564453125,6.883234739303589
fl_model_all4.json,fedavg,4,0.9273999929428101,0.25995370745658875,4.151153564453125,6.777077674865723
fl_model_all4.json,fedavg,5,0.9333000183105469,0.23890139162540436,4.151153564453125,6.901631593704224
fl_model_all4.json,fedprox,1,0.8891000151634216,0.4057179093360901,4.151153564453125,16.890899419784546
fl_model_all4.json,fedprox,2,0.9086999893188477,0.3170502185821533,4.151153564453125,16.791162252426147
fl_model_all4.json,fedprox,3,0.9190000295639038,0.2847668528556824,4.151153564453125,16.88124108314514
fl_model_all4.json,fedprox,4,0.9240999817848206,0.2615882456302643,4.151153564453125,16.944056749343872
fl_model_all4.json,fedprox,5,0.9314000010490417,0.23785755038261414,4.151153564453125,16.92804789543152
fl_model_all4.json,fedpaq,1,0.8912000060081482,0.3797842860221863,2.594470977783203,6.701969861984253
fl_model_all4.json,fedpaq,2,0.9103999733924866,0.3140431046485901,2.594470977783203,6.981581449508667
fl_model_all4.json,fedpaq,3,0.9205999970436096,0.27910321950912476,2.594470977783203,6.985128164291382
fl_model_all4.json,fedpaq,4,0.9257000088691711,0.2591175436973572,2.594470977783203,6.665403604507446
fl_model_all4.json,fedpaq,5,0.9316999912261963,0.23992817103862762,2.594470977783203,6.534913063049316
fl_model_all4.json,hierfavg,1,0.9129999876022339,0.3048092722892761,9.132537841796875,13.558202981948853
fl_model_all4.json,hierfavg,2,0.9254000186920166,0.2545899450778961,9.132537841796875,13.490349054336548
fl_model_all4.json,hierfavg,3,0.9345999956130981,0.2251940220594406,9.132537841796875,13.63577389717102
fl_model_all4.json,hierfavg,4,0.9417999982833862,0.19970901310443878,9.132537841796875,12.91380000114441
fl_model_all4.json,hierfavg,5,0.9520999789237976,0.16900955140590668,9.132537841796875,13.941785335540771
fl_model_all4.json,fedma,1,0.88919997215271,0.3925294578075409,4.151153564453125,6.891163349151611
fl_model_all4.json,fedma,2,0.9101999998092651,0.31670278310775757,4.151153564453125,7.354748964309692
fl_model_all4.json,fedma,3,0.9218000173568726,0.27673643827438354,4.151153564453125,6.736346244812012
fl_model_all4.json,fedma,4,0.9246000051498413,0.263408362865448,4.151153564453125,8.252377271652222
fl_model_all4.json,fedma,5,0.9300000071525574,0.24503852427005768,4.151153564453125,6.521424293518066
roz_all4.json,fedavg,1,0.8680999875068665,0.4942670464515686,5.823516845703125,5.727846622467041
roz_all4.json,fedavg,2,0.9021000266075134,0.34821733832359314,5.823516845703125,5.660549879074097
roz_all4.json,fedavg,3,0.9103000164031982,0.30807191133499146,5.823516845703125,7.0568318367004395
roz_all4.json,fedavg,4,0.9147999882698059,0.2831747233867645,5.823516845703125,5.693307399749756
roz_all4.json,fedavg,5,0.9190999865531921,0.27267730236053467,5.823516845703125,5.539163827896118
roz_all4.json,fedprox,1,0.8702999949455261,0.5098768472671509,5.823516845703125,18.25475239753723
roz_all4.json,fedprox,2,0.8956999778747559,0.36169061064720154,5.823516845703125,19.33720588684082
roz_all4.json,fedprox,3,0.9077000021934509,0.3211921453475952,5.823516845703125,18.740736722946167
roz_all4.json,fedprox,4,0.9114999771118164,0.29655423760414124,5.823516845703125,19.310728788375854
roz_all4.json,fedprox,5,0.9193000197410583,0.27791014313697815,5.823516845703125,18.81340718269348
roz_all4.json,fedpaq,1,0.8762999773025513,0.4869736433029175,3.639698028564453,5.955187082290649
roz_all4.json,fedpaq,2,0.9007999897003174,0.34924831986427307,3.639698028564453,7.434375286102295
roz_all4.json,fedpaq,3,0.9108999967575073,0.3093889057636261,3.639698028564453,5.878223419189453
roz_all4.json,fedpaq,4,0.916700005531311,0.2872418761253357,3.639698028564453,5.810628890991211
roz_all4.json,fedpaq,5,0.9211000204086304,0.27163392305374146,3.639698028564453,5.696770668029785
roz_all4.json,hierfavg,1,0.8950999975204468,0.36080116033554077,12.811737060546875,11.446186304092407
roz_all4.json,hierfavg,2,0.9135000109672546,0.29743826389312744,12.811737060546875,13.965564727783203
roz_all4.json,hierfavg,3,0.9225999712944031,0.26485884189605713,12.811737060546875,11.222214937210083
roz_all4.json,hierfavg,4,0.9269000291824341,0.2527869641780853,12.811737060546875,10.844485998153687
roz_all4.json,hierfavg,5,0.9301000237464905,0.23781909048557281,12.811737060546875,13.389724969863892
roz_all4.json,fedma,1,0.8690999746322632,0.4819123446941376,5.823516845703125,5.68854546546936
roz_all4.json,fedma,2,0.9003999829292297,0.34758099913597107,5.823516845703125,5.553951263427734
roz_all4.json,fedma,3,0.9107000231742859,0.310837060213089,5.823516845703125,5.56318211555481
roz_all4.json,fedma,4,0.9162999987602234,0.2897515594959259,5.823516845703125,5.5625550746917725
roz_all4.json,fedma,5,0.921999990940094,0.2688528299331665,5.823516845703125,5.547900199890137
