value_temp,value_hum,value_acid
-0.1914365738529083,1.2755867206016727,3.4348624562881565
-0.05198324,-0.67466044,3.2830667
-0.19954154,1.0158163,3.2788625
-0.1619156,0.8445952,3.2843256
-0.5310422,0.73553634,3.3807824
-0.55909175,1.3267893,3.4127808
-0.40202507,0.52989036,3.4951704
-0.4472114,-2.018108,3.4511054
-0.44772074,-4.130684,3.4128983
-0.38185108,-1.2724246,3.386315
-0.49564734,3.1397707,3.3187678
0.056159858,-0.7203735,3.3005085
0.12343296,-1.9991238,3.3220258
0.1564552,-3.9788775,3.3929403
-0.059866883,-3.049562,3.5082088
-0.0634956,-0.33782393,3.5045369
0.04069,-0.7815369,3.483982
-0.019684894,-0.3400863,3.457012
-0.046672627,3.3957305,3.4038723
-0.54303,5.8003435,3.3691444
-0.7785331,9.335145,3.2961233
-0.033179425,-0.87903744,3.3240404
0.013253931,2.210056,3.3274777
0.018723877,3.7017732,3.2919488
0.12589179,2.481497,3.3080018
-0.044955287,2.8532944,3.4171028
-0.1372799,2.3117864,3.4586174
-0.06167445,1.5086133,3.4966807
-0.033496562,-2.336285,3.511313
-0.37346658,-2.1533303,3.4773514
-0.33706632,-2.6257775,3.4708211
-0.18770091,-0.2833418,3.3546922
-0.29595643,-1.0025299,3.3383386
-0.38726896,-3.086245,3.2920558
-0.43198457,-3.744038,3.293242
-0.47622475,-3.7354164,3.2560594
-0.7813139,-4.9574876,3.2621143
-0.8358779,-1.6514984,3.2671413
-0.9158211,-0.19910362,3.2924542
-0.7518057,1.5840396,3.3426883
-0.51043403,-0.38456833,3.2906466
-0.0774294,-0.50945216,3.3381507
-0.0075426064,-0.029730674,3.4336417
-0.09215655,-1.6315894,3.5261402
-0.12521572,-0.30405542,3.6588447
-0.09698691,-0.18115315,3.5994735
-0.22134306,2.2129552,3.4945378
-0.107928365,2.3076792,3.390103
-0.3018248,1.0664258,3.4127085
-0.42813742,2.5378702,3.502602
-0.45512614,5.323248,3.530607
-0.03641749,-0.778729,3.3236413
-0.18405613,-1.2345866,3.3637724
-0.28963804,0.831614,3.3928573
-0.28742546,1.2855046,3.448647
-0.27714923,0.29454726,3.5047343
-0.06879684,1.2538952,3.4974787
0.33045456,-0.48178956,3.5697932
0.4687793,-1.2267939,3.579335
0.39261475,2.1249566,3.5345294
0.3461824,2.7873044,3.5627506
0.060837016,0.5670088,3.317622
0.13713673,0.9289591,3.385872
0.058290444,0.8894266,3.4959
-0.009357299,1.7710633,3.5843642
-0.15822232,4.5027742,3.695366
-0.26808345,6.453652,3.5988197
-0.80240464,6.7835355,3.5381005
-1.1111478,7.094589,3.5143878
-1.0116293,4.327079,3.6045687
-1.0423245,2.355956,3.718947
0.031286016,-0.44062987,3.3043265
-0.1085672,-1.3483932,3.3373702
-0.19439782,-2.7534947,3.352983
-0.24640696,-2.8202176,3.354168
-0.00079971517,-2.6337988,3.3900034
0.4308689,-2.8368256,3.4648051
0.47468352,-3.073418,3.4647882
