value_temp,value_hum,value_acid
-0.04431699455224089,-1.3025364206117058,3.2942356509523805
0.055740103,-2.3049119,3.2935698
0.105500095,-3.1183093,3.2615576
-0.090819426,-4.458524,3.2970371
-0.13437487,-2.9970963,3.309686
0.09127587,-2.6284437,3.316187
0.24431182,-4.625637,3.217478
0.08733826,-4.6647997,3.1706479
-0.018488895,-5.7087603,3.1322558
-0.18439679,-5.7798014,3.1852982
-0.15778387,-7.851201,3.1420293
-0.0058561936,0.22809458,3.2564988
0.18761119,-0.3460501,3.249221
0.18290448,-0.9439372,3.282465
0.08302598,0.42729133,3.2615743
0.0067833452,0.81272554,3.183463
0.14771263,-0.04003133,3.2206368
0.30833545,-0.8213231,3.2506878
0.30676633,-0.946039,3.294212
0.3595235,1.2674514,3.2810848
0.2196337,-0.74253523,3.2869809
-0.017356401,1.244574,3.2473557
-0.06783003,-0.2749225,3.2750137
0.048722237,-0.81971765,3.2550066
0.14651363,-3.324606,3.2982903
0.30538127,-4.2369876,3.3389928
0.32895035,-3.1565466,3.2603335
0.43322086,-2.9936893,3.265389
0.3063262,-2.176053,3.2772799
0.15175374,-2.1204107,3.2990463
0.02740343,-1.1605138,3.335457
0.12556973,0.4055046,3.2523568
0.10290424,2.8482795,3.1778247
-0.18122844,6.0818415,3.1613646
0.12867522,7.16753,3.1892366
0.16253625,5.358921,3.2868965
0.1059525,3.6118116,3.293178
-0.059198853,2.5776596,3.3610218
-0.012783801,0.08292865,3.3872693
0.14385971,-1.2140273,3.345634
0.1670841,-3.6027396,3.2553127
-0.056030285,-0.96633637,3.2762268
-0.21408768,-2.2547023,3.3064315
-0.32327458,-4.104364,3.3184006
-0.35370016,-4.3807654,3.2930923
-0.24617782,-3.9611096,3.2818654
0.13978624,-0.5247644,3.2389727
0.28621063,-0.17122357,3.214568
0.40982988,-0.6380342,3.2377865
0.4188429,-1.1074208,3.3284137
0.02854478,-3.7177231,3.4339964
-0.1642049,-1.0397445,3.3410523
0.094042405,-1.9322664,3.3060622
0.06334182,-1.0677118,3.2299933
-0.045053355,-1.7892594,3.3480837
0.050886177,-1.54378,3.3713648
0.32719284,-1.70703,3.309642
0.35511085,-1.3501517,3.321544
0.48547035,-1.6851894,3.1591475
0.38284153,-1.4863122,3.1178973
0.2900943,1.9158859,3.120908
-0.045283932,-0.37350938,3.2646263
-0.121111885,-0.25625968,3.2863734
-0.26248866,-1.5712609,3.2590303
-0.24649668,-3.676793,3.259372
0.022799868,-1.4394925,3.2393093
0.09889504,0.18727295,3.2080479
0.036929473,-1.0216806,3.1746857
-0.51091295,-1.3208153,3.3288567
-0.2555478,-2.0590332,3.3522427
-0.14559722,-3.1481369,3.3848038
-0.042921696,0.21093051,3.2894425
-0.036169358,1.2799556,3.1773736
-0.15371336,-1.5098209,3.1313007
-0.24894369,-2.9328284,3.1431391
-0.32605347,-3.9612393,3.1388478
-0.28597558,-2.6701725,3.1928096
-0.46709588,-2.4191551,3.292003
-0.2735106,-1.3029722,3.4574075
-0.3678801,-2.3639808,3.5985398
-0.65047145,-4.1366453,3.725856
-0.21772714,-1.8761134,3.32129
-0.37679031,-5.0822415,3.388471
-0.41721153,-5.1715593,3.3781545
-0.50331897,-6.311263,3.3509343
-0.13241987,-8.495278,3.301001
-0.09237874,-9.334757,3.3312304
-0.20941046,-6.982742,3.3402174
-0.10981965,-6.0541844,3.3612583
-0.030703869,-6.323296,3.4369361
0.21758206,-6.6566887,3.4359288
0.12520209,-0.2185752,3.242636
0.09359314,-2.605911,3.2924135
0.13304122,-2.3869383,3.3266313
-0.046108328,-0.7843996,3.321001
-0.22501835,1.2571535,3.2437801
0.007498884,3.0702379,3.135003
0.28018025,1.6948245,3.0636344
0.36514556,-0.45456582,3.0463922
0.30364403,-2.8568301,3.1974208
0.30673417,-5.183615,3.2207127
0.053636946,-1.6751896,3.337278
-0.045844562,-2.440999,3.396056
-0.10458869,-1.4994129,3.5500336
0.17468978,-2.126197,3.5958292
0.49031055,-4.4539237,3.6099973
0.48547179,-4.4958963,3.610672
0.35427725,-2.6762147,3.6199903
0.39840332,-1.9695014,3.5898304
0.5248308,-1.8791791,3.540209
0.4975735,-3.501983,3.595859
-0.03250498,0.14075838,3.3498409
-0.016107384,1.4253191,3.3746085
-0.15074857,-0.23099059,3.3720164
-0.07878531,-1.703909,3.329826
0.060777657,-2.6910205,3.3668604
-0.24901801,-4.1813097,3.3440073
-0.5208917,-3.6005514,3.3392525
-0.41907609,-3.6884677,3.2967803
-0.33292994,-2.9555898,3.3410842
-0.6447063,-1.8437073,3.3881207
-0.052580778,-0.98129594,3.3254354
-0.24341805,-0.8095247,3.273552
-0.10789355,-2.1406837,3.3114264
-0.26135564,-3.890231,3.3331728
-0.23916353,-2.8728335,3.3093653
-0.073010094,-3.7405565,3.288448
-0.26507398,-3.9089994,3.2861452
-0.40396497,-2.3190079,3.2539897
-0.41479802,-1.294901,3.235222
-0.28099853,2.2807488,3.218943
0.0004901603,-1.693755,3.3360357
-0.20000032,-1.9666386,3.3486426
-0.22591953,-1.7689415,3.3256736
-0.036900416,-3.9079914,3.358108
0.16930647,-4.1309233,3.2658308
