time,value_acid
2023-10-29 11:18:41,3.6651298715936425
2023-10-29 11:28:41,3.664561201506859
2023-10-29 11:38:41,3.665077697578007
2023-10-29 11:48:41,3.66602977378488
2023-10-29 11:58:41,3.666785332117715
2023-10-29 12:08:41,3.666917515924719
2023-10-29 12:18:41,3.6663038178860026
2023-10-29 12:28:41,3.6651133012354493
2023-10-29 12:38:41,3.6636986552555673
2023-10-29 12:48:41,3.6624409406983025
2023-10-29 12:58:41,3.66160670116209
2023-10-29 13:08:41,3.661266726051283
2023-10-29 13:18:41,3.6612985182537576
2023-10-29 13:28:41,3.661461649930619
2023-10-29 13:38:41,3.661509231484678
2023-10-29 13:48:41,3.6612887960409752
2023-10-29 13:58:41,3.660794488873958
2023-10-29 14:08:41,3.660154844934696
2023-10-29 14:18:41,3.659566997738779
2023-10-29 14:28:41,3.659208319874065
2023-10-29 14:38:41,3.6591628898325324
2023-10-29 14:48:41,3.6593913185018194
2023-10-29 14:58:41,3.659752941617773
2023-10-29 15:08:41,3.6600676838181077
2023-10-29 15:18:41,3.6601898252191596
2023-10-29 15:28:41,3.6600630457051344
2023-10-29 15:38:41,3.659735830317997
2023-10-29 15:48:41,3.659333856942336
2023-10-29 15:58:41,3.6590037410018605
2023-10-29 16:08:41,3.6588532311501036
2023-10-29 16:18:41,3.658912675313286
2023-10-29 16:28:41,3.6591320769030533
2023-10-29 16:38:41,3.659412269742002
2023-10-29 16:48:41,3.659654511421197
2023-10-29 16:58:41,3.6598059774381992
2023-10-29 17:08:41,3.659881699862997
2023-10-29 17:18:41,3.6599546514409043
2023-10-29 17:28:41,3.660119829942792
2023-10-29 17:38:41,3.6604492113525167
2023-10-29 17:48:41,3.6609577595835594
2023-10-29 17:58:41,3.6615951894779526
2023-10-29 18:08:41,3.6622665459565553
2023-10-29 18:18:41,3.662872073171301
2023-10-29 18:28:41,3.6633487285584474
2023-10-29 18:38:41,3.6636953985492005
2023-10-29 18:48:41,3.6639713083506673
2023-10-29 18:58:41,3.6642688961437564
2023-10-29 19:08:41,3.6646733799413584
2023-10-29 19:18:41,3.6652266970844933
2023-10-29 19:28:41,3.6659112224850054
2023-10-29 19:38:41,3.66665981251741
2023-10-29 19:48:41,3.6673872183395244
2023-10-29 19:58:41,3.6680287645622047
2023-10-29 20:08:41,3.668569292169643
2023-10-29 20:18:41,3.6690498604604445
2023-10-29 20:28:41,3.6695495361846286
2023-10-29 20:38:41,3.670150448944488
2023-10-29 20:48:41,3.6709014638774597
2023-10-29 20:58:41,3.6717962662413175
2023-10-29 21:08:41,3.672775255187471
2023-10-29 21:18:41,3.673750243733051
2023-10-29 21:28:41,3.6746410936053673
2023-10-29 21:38:41,3.6754083391035204
2023-10-29 21:48:41,3.676067728757718
2023-10-29 21:58:41,3.6766805739464457
2023-10-29 22:08:41,3.677324352419109
2023-10-29 22:18:41,3.6780565816554915
2023-10-29 22:28:41,3.6788878472121467
2023-10-29 22:38:41,3.679775820640184
2023-10-29 22:48:41,3.6806429072483344
2023-10-29 22:58:41,3.6814098272207483
2023-10-29 23:08:41,3.6820304456742226
2023-10-29 23:18:41,3.6825125662367135
2023-10-29 23:28:41,3.6829154590434747
2023-10-29 23:38:41,3.683324991747002
2023-10-29 23:48:41,3.6838169966142034
2023-10-29 23:58:41,3.684424694845641
2023-10-30 00:08:41,3.685124336799906
2023-10-30 00:18:41,3.6858453910682316
2023-10-30 00:28:41,3.6865009905919277
2023-10-30 00:38:41,3.6870255177380966
2023-10-30 00:48:41,3.6874030281711243
2023-10-30 00:58:41,3.6876740974838897
2023-10-30 01:08:41,3.6879179893057397
2023-10-30 01:18:41,3.6882177809587136
2023-10-30 01:28:41,3.6886235814200834
2023-10-30 01:38:41,3.6891299393344914
2023-10-30 01:48:41,3.6896774798216123
2023-10-30 01:58:41,3.6901782944937387
2023-10-30 02:08:41,3.690554179314083
2023-10-30 02:18:41,3.6907710322400304
2023-10-30 02:28:41,3.690854185005473
2023-10-30 02:38:41,3.6908776227223012
2023-10-30 02:48:41,3.6909314657237084
2023-10-30 02:58:41,3.691081793069343
2023-10-30 03:08:41,3.6913405741642866
2023-10-30 03:18:41,3.6916593900970796
2023-10-30 03:28:41,3.691950385811227
2023-10-30 03:38:41,3.69212585570409
2023-10-30 03:48:41,3.6921392888962776
2023-10-30 03:58:41,3.692009470976198
2023-10-30 04:08:41,3.6918161280484387
2023-10-30 04:18:41,3.6916678357211348
2023-10-30 04:28:41,3.6916552906305244
2023-10-30 04:38:41,3.6918101059270376
2023-10-30 04:48:41,3.6920877300426787
2023-10-30 04:58:41,3.6923832436474306
2023-10-30 05:08:41,3.6925746493540292
2023-10-30 05:18:41,3.6925758616485176
2023-10-30 05:28:41,3.6923764542549917
2023-10-30 05:38:41,3.692049919128323
2023-10-30 05:48:41,3.691725139810264
2023-10-30 05:58:41,3.6915317099740457
2023-10-30 06:08:41,3.6915418111773843
2023-10-30 06:18:41,3.691734115972068
2023-10-30 06:28:41,3.691996901661542
2023-10-30 06:38:41,3.6921712579984494
2023-10-30 06:48:41,3.6921176185471367
2023-10-30 06:58:41,3.691777482848696
2023-10-30 07:08:41,3.6912024959977545
2023-10-30 07:18:41,3.690535663776806
2023-10-30 07:28:41,3.689949765187036
2023-10-30 07:38:41,3.689567702599835
2023-10-30 07:48:41,3.68939998549339
2023-10-30 07:58:41,3.6893304642226656
2023-10-30 08:08:41,3.689163289645859
2023-10-30 08:18:41,3.6887183492352555
2023-10-30 08:28:41,3.6879393278458847
2023-10-30 08:38:41,3.6869680349073404
2023-10-30 08:48:41,3.6861463422237817
2023-10-30 08:58:41,3.6859316276704215
2023-10-30 09:08:41,3.6867447331822674
2023-10-30 09:18:41,3.6887987407498506
2023-10-30 09:28:41,3.69197050871927
2023-10-30 09:38:41,3.6957682803096783
2023-10-30 09:48:41,3.699419282570865
2023-10-30 09:58:41,3.7020605816633942
2023-10-30 10:08:41,3.7029788450952457
2023-10-30 10:18:41,3.7018239898885845
2023-10-30 10:28:41,3.6987262580398172
2023-10-30 10:38:41,3.6942754471382946
2023-10-30 10:48:41,3.6893652873878717
2023-10-30 10:58:41,3.6849501038981343
2023-10-30 11:08:41,3.681789542732499
2023-10-30 11:18:41,3.6802602652567815
2023-10-30 11:28:41,3.6802901527347895
2023-10-30 11:38:41,3.6814291031980777
2023-10-30 11:48:41,3.683025610764095
2023-10-30 11:58:41,3.6844455731502026
2023-10-30 12:08:41,3.6852600516968805
2023-10-30 12:18:41,3.6853443862890187
2023-10-30 12:28:41,3.6848654237815466
2023-10-30 12:38:41,3.684173580913797
