time,value_temp
2023-10-29 11:18:41,7.580791917153263
2023-10-29 11:28:41,7.572947873372686
2023-10-29 11:38:41,7.56690525745029
2023-10-29 11:48:41,7.562287686467809
2023-10-29 11:58:41,7.55858666422715
2023-10-29 12:08:41,7.555274952226513
2023-10-29 12:18:41,7.551902002131618
2023-10-29 12:28:41,7.548154017328531
2023-10-29 12:38:41,7.5438739735706735
2023-10-29 12:48:41,7.539047958227875
2023-10-29 12:58:41,7.533770432974612
2023-10-29 13:08:41,7.528201737623735
2023-10-29 13:18:41,7.52252774240426
2023-10-29 13:28:41,7.516926627342496
2023-10-29 13:38:41,7.511543826749711
2023-10-29 13:48:41,7.506474579089773
2023-10-29 13:58:41,7.501754077172621
2023-10-29 14:08:41,7.497356546277028
2023-10-29 14:18:41,7.493205013108186
2023-10-29 14:28:41,7.4891920436861374
2023-10-29 14:38:41,7.485208524837346
2023-10-29 14:48:41,7.48117400243704
2023-10-29 14:58:41,7.477060030547091
2023-10-29 15:08:41,7.472898856713589
2023-10-29 15:18:41,7.4687737971454595
2023-10-29 15:28:41,7.4647936339749075
2023-10-29 15:38:41,7.461059075712767
2023-10-29 15:48:41,7.457632440393446
2023-10-29 15:58:41,7.454520832729873
2023-10-29 16:08:41,7.451678338944231
2023-10-29 16:18:41,7.449025878115156
2023-10-29 16:28:41,7.446480965098793
2023-10-29 16:38:41,7.44398624705881
2023-10-29 16:48:41,7.441526588788889
2023-10-29 16:58:41,7.439129290901853
2023-10-29 17:08:41,7.43684875204035
2023-10-29 17:18:41,7.434742799305836
2023-10-29 17:28:41,7.432850650228045
2023-10-29 17:38:41,7.43118102025459
2023-10-29 17:48:41,7.429713991663109
2023-10-29 17:58:41,7.4284140812894845
2023-10-29 18:08:41,7.427247156959283
2023-10-29 18:18:41,7.426192496412586
2023-10-29 18:28:41,7.425243902184367
2023-10-29 18:38:41,7.424399199618807
2023-10-29 18:48:41,7.423643249716368
2023-10-29 18:58:41,7.42293320646892
2023-10-29 19:08:41,7.422194465752744
2023-10-29 19:18:41,7.421331573303698
2023-10-29 19:28:41,7.4202519604515285
2023-10-29 19:38:41,7.418894445822393
2023-10-29 19:48:41,7.417251555125328
2023-10-29 19:58:41,7.415376239955696
2023-10-29 20:08:41,7.413369081397769
2023-10-29 20:18:41,7.4113494398501185
2023-10-29 20:28:41,7.409420326385257
2023-10-29 20:38:41,7.407639455792246
2023-10-29 20:48:41,7.4060068508088674
2023-10-29 20:58:41,7.4044732567763765
2023-10-29 21:08:41,7.402965861437325
2023-10-29 21:18:41,7.401421421884375
2023-10-29 21:28:41,7.399814351371002
2023-10-29 21:38:41,7.398169544287481
2023-10-29 21:48:41,7.396555756023528
2023-10-29 21:58:41,7.395062764432401
2023-10-29 22:08:41,7.3937714077058745
2023-10-29 22:18:41,7.392727709716902
2023-10-29 22:28:41,7.391930027119893
2023-10-29 22:38:41,7.3913326134528905
2023-10-29 22:48:41,7.39086257227109
2023-10-29 22:58:41,7.39044247009577
2023-10-29 23:08:41,7.390009657686597
2023-10-29 23:18:41,7.389525827021652
2023-10-29 23:28:41,7.388975181469608
2023-10-29 23:38:41,7.388354574653479
2023-10-29 23:48:41,7.387661926544931
2023-10-29 23:58:41,7.386889019511583
2023-10-30 00:08:41,7.386021750755421
2023-10-30 00:18:41,7.385046671823225
2023-10-30 00:28:41,7.383959277446894
2023-10-30 00:38:41,7.382768630727349
2023-10-30 00:48:41,7.3814949195964905
2023-10-30 00:58:41,7.380160415669757
2023-10-30 01:08:41,7.378778103888639
2023-10-30 01:18:41,7.377344005591072
2023-10-30 01:28:41,7.375837894015025
2023-10-30 01:38:41,7.374233136287001
2023-10-30 01:48:41,7.372511570943696
2023-10-30 01:58:41,7.370676004573036
2023-10-30 02:08:41,7.368752938060121
2023-10-30 02:18:41,7.3667819340449086
2023-10-30 02:28:41,7.364794271682567
2023-10-30 02:38:41,7.362789551186932
2023-10-30 02:48:41,7.360721832778218
2023-10-30 02:58:41,7.358504905048385
2023-10-30 03:08:41,7.356039543007199
2023-10-30 03:18:41,7.353256422532543
2023-10-30 03:28:41,7.350160337060775
2023-10-30 03:38:41,7.346858070905521
2023-10-30 03:48:41,7.343555694446839
2023-10-30 03:58:41,7.340520580676772
2023-10-30 04:08:41,7.338015984324167
2023-10-30 04:18:41,7.3362269780229585
2023-10-30 04:28:41,7.3352015589391915
2023-10-30 04:38:41,7.334827468249953
2023-10-30 04:48:41,7.33485438468405
2023-10-30 04:58:41,7.334956276510221
2023-10-30 05:08:41,7.334815110997804
2023-10-30 05:18:41,7.334199819407448
2023-10-30 05:28:41,7.333016175310524
2023-10-30 05:38:41,7.3313135078240546
2023-10-30 05:48:41,7.329249198107618
2023-10-30 05:58:41,7.3270261599727196
2023-10-30 06:08:41,7.324826754874333
2023-10-30 06:18:41,7.322765927908089
2023-10-30 06:28:41,7.320877304568298
2023-10-30 06:38:41,7.319132309714473
2023-10-30 06:48:41,7.3174795480703265
2023-10-30 06:58:41,7.315884767254023
2023-10-30 07:08:41,7.3143533099034315
2023-10-30 07:18:41,7.312926166343788
2023-10-30 07:28:41,7.311653552141674
2023-10-30 07:38:41,7.3105608406819735
