time,value_temp,value_hum,value_acid,value_PV
2023-03-25 09:38:05+00:00,18.6,5.0,8.5,0.8
2023-03-25 09:48:05+00:00,18.697879282218597,5.0,8.5,0.8
2023-03-25 09:48:18+00:00,18.7,5.0,8.5,0.8
2023-03-25 09:58:15+00:00,18.7,5.0,8.5,0.8
2023-03-25 10:08:12+00:00,18.7,5.0,8.6,0.8
2023-03-25 10:18:09+00:00,18.6,5.0,8.5,0.6
2023-03-25 10:28:07+00:00,18.6,6.0,8.7,0.8
2023-03-25 10:38:07+00:00,18.6,6.0,8.7,0.7021207177814028
2023-03-25 10:38:20+00:00,18.6,6.0,8.7,0.7
2023-03-25 10:48:17+00:00,18.6,5.0,8.5,0.7
2023-03-25 10:58:14+00:00,18.6,5.0,8.6,0.8
2023-03-25 11:08:11+00:00,18.6,5.0,8.6,0.7
2023-03-25 11:18:11+00:00,18.6,5.97879282218597,8.6,0.8957585644371941
2023-03-25 11:18:24+00:00,18.6,6.0,8.6,0.9
2023-03-25 11:28:21+00:00,18.6,5.0,8.7,0.9
2023-03-25 11:38:18+00:00,18.5,5.0,8.7,0.9
2023-03-25 11:48:15+00:00,18.6,5.0,8.6,0.9
2023-03-25 11:58:15+00:00,18.502120717781402,5.0,8.697879282218596,0.7042414355628058
2023-03-25 11:58:28+00:00,18.5,5.0,8.7,0.7
2023-03-25 12:08:25+00:00,18.5,5.0,8.5,0.7
2023-03-25 12:18:22+00:00,18.6,5.0,8.6,0.8
2023-03-25 12:28:19+00:00,18.5,5.0,8.7,0.8
2023-03-25 12:38:19+00:00,18.5,5.0,8.7,0.8
2023-03-25 12:38:31+00:00,18.5,5.0,8.7,0.8
2023-03-25 12:48:29+00:00,18.5,5.0,8.6,0.9
2023-03-25 12:58:26+00:00,18.5,5.0,8.6,0.8
2023-03-25 13:08:26+00:00,18.49580538009006,5.022737192035188,8.600548828773263,0.8013328698779248
2023-03-25 13:18:26+00:00,18.49161076018012,5.045474384070376,8.601097657546527,0.8026657397558496
2023-03-25 13:28:26+00:00,18.48741614027018,5.068211576105563,8.601646486319789,0.8039986096337745
2023-03-25 13:38:26+00:00,18.483221520360242,5.090948768140751,8.602195315093052,0.8053314795116993
2023-03-25 13:48:26+00:00,18.4790269004503,5.113685960175939,8.602744143866316,0.8066643493896241
2023-03-25 13:58:26+00:00,18.47483228054036,5.136423152211127,8.60329297263958,0.8079972192675489
2023-03-25 14:08:26+00:00,18.47063766063042,5.159160344246314,8.603841801412841,0.8093300891454737
2023-03-25 14:18:26+00:00,18.46644304072048,5.181897536281502,8.604390630186105,0.8106629590233985
2023-03-25 14:28:26+00:00,18.462248420810543,5.20463472831669,8.604939458959368,0.8119958289013233
2023-03-25 14:38:26+00:00,18.4580538009006,5.227371920351878,8.605488287732632,0.8133286987792481
2023-03-25 14:48:26+00:00,18.453859180990662,5.250109112387065,8.606037116505894,0.8146615686571729
2023-03-25 14:58:26+00:00,18.449664561080724,5.272846304422253,8.606585945279157,0.8159944385350977
2023-03-25 15:08:26+00:00,18.44546994117078,5.295583496457441,8.60713477405242,0.8173273084130225
2023-03-25 15:18:26+00:00,18.441275321260843,5.318320688492629,8.607683602825684,0.8186601782909473
2023-03-25 15:28:26+00:00,18.437080701350904,5.341057880527816,8.608232431598948,0.8199930481688721
2023-03-25 15:38:26+00:00,18.432886081440962,5.363795072563004,8.60878126037221,0.8213259180467969
2023-03-25 15:48:26+00:00,18.428691461531024,5.386532264598192,8.609330089145473,0.8226587879247217
2023-03-25 15:58:26+00:00,18.42449684162108,5.40926945663338,8.609878917918737,0.8239916578026465
2023-03-25 16:08:26+00:00,18.420302221711143,5.432006648668567,8.610427746692,0.8253245276805713
2023-03-25 16:18:26+00:00,18.416107601801205,5.454743840703755,8.610976575465262,0.8266573975584961
2023-03-25 16:28:26+00:00,18.411912981891263,5.477481032738943,8.611525404238526,0.8279902674364208
2023-03-25 16:38:26+00:00,18.407718361981324,5.500218224774131,8.61207423301179,0.8293231373143456
2023-03-25 16:48:26+00:00,18.403523742071386,5.522955416809318,8.612623061785053,0.8306560071922704
2023-03-25 16:58:26+00:00,18.399329122161443,5.545692608844506,8.613171890558315,0.8319888770701952
2023-03-25 17:08:26+00:00,18.395134502251505,5.568429800879694,8.613720719331578,0.83332174694812
2023-03-25 17:18:26+00:00,18.390939882341566,5.591166992914882,8.614269548104842,0.8346546168260448
2023-03-25 17:28:26+00:00,18.386745262431624,5.613904184950069,8.614818376878105,0.8359874867039696
2023-03-25 17:38:26+00:00,18.382550642521686,5.636641376985257,8.615367205651367,0.8373203565818944
2023-03-25 17:48:26+00:00,18.378356022611744,5.659378569020445,8.61591603442463,0.8386532264598192
2023-03-25 17:58:26+00:00,18.374161402701805,5.682115761055633,8.616464863197894,0.839986096337744
2023-03-25 18:08:26+00:00,18.369966782791867,5.70485295309082,8.617013691971158,0.8413189662156688
2023-03-25 18:18:26+00:00,18.365772162881925,5.727590145126008,8.617562520744421,0.8426518360935936
2023-03-25 18:28:26+00:00,18.361577542971986,5.750327337161196,8.618111349517683,0.8439847059715184
2023-03-25 18:38:26+00:00,18.357382923062048,5.773064529196384,8.618660178290947,0.8453175758494432
2023-03-25 18:48:26+00:00,18.353188303152105,5.795801721231571,8.61920900706421,0.846650445727368
2023-03-25 18:58:26+00:00,18.348993683242167,5.818538913266759,8.619757835837474,0.8479833156052928
2023-03-25 19:08:26+00:00,18.34479906333223,5.841276105301947,8.620306664610736,0.8493161854832176
2023-03-25 19:18:26+00:00,18.340604443422286,5.864013297337135,8.620855493384,0.8506490553611424
2023-03-25 19:28:26+00:00,18.336409823512348,5.886750489372323,8.621404322157263,0.8519819252390672
2023-03-25 19:38:26+00:00,18.33221520360241,5.90948768140751,8.621953150930526,0.853314795116992
2023-03-25 19:48:26+00:00,18.328020583692467,5.932224873442698,8.622501979703788,0.8546476649949168
2023-03-25 19:58:26+00:00,18.32382596378253,5.954962065477886,8.623050808477052,0.8559805348728416
2023-03-25 20:08:26+00:00,18.319631343872587,5.977699257513073,8.623599637250315,0.8573134047507665
2023-03-25 20:18:26+00:00,18.315436723962648,6.000436449548261,8.624148466023579,0.8586462746286913
2023-03-25 20:28:26+00:00,18.31124210405271,6.023173641583449,8.624697294796842,0.8599791445066161
2023-03-25 20:38:26+00:00,18.307047484142768,6.045910833618637,8.625246123570104,0.8613120143845409
2023-03-25 20:48:26+00:00,18.30285286423283,6.068648025653825,8.625794952343368,0.8626448842624657
2023-03-25 20:58:26+00:00,18.29865824432289,6.091385217689012,8.626343781116631,0.8639777541403905
2023-03-25 21:08:26+00:00,18.29446362441295,6.1141224097242,8.626892609889895,0.8653106240183153
2023-03-25 21:18:26+00:00,18.29026900450301,6.136859601759388,8.627441438663157,0.8666434938962401
2023-03-25 21:28:26+00:00,18.28607438459307,6.1595967937945755,8.62799026743642,0.8679763637741649
2023-03-25 21:38:26+00:00,18.28187976468313,6.1823339858297635,8.628539096209684,0.8693092336520897
2023-03-25 21:48:26+00:00,18.27768514477319,6.205071177864951,8.629087924982947,0.8706421035300145
2023-03-25 21:58:26+00:00,18.27349052486325,6.227808369900139,8.629636753756209,0.8719749734079393
2023-03-25 22:08:26+00:00,18.26929590495331,6.250545561935327,8.630185582529473,0.8733078432858641
2023-03-25 22:18:26+00:00,18.26510128504337,6.2732827539705145,8.630734411302736,0.8746407131637889
2023-03-25 22:28:26+00:00,18.26090666513343,6.2960199460057025,8.631283240076,0.8759735830417137
2023-03-25 22:38:26+00:00,18.25671204522349,6.3187571380408905,8.631832068849263,0.8773064529196385
2023-03-25 22:48:26+00:00,18.252517425313552,6.3414943300760775,8.632380897622525,0.8786393227975633
2023-03-25 22:58:26+00:00,18.24832280540361,6.3642315221112655,8.632929726395789,0.8799721926754881
2023-03-25 23:08:26+00:00,18.244128185493672,6.3869687141464535,8.633478555169052,0.8813050625534129
2023-03-25 23:18:26+00:00,18.239933565583733,6.4097059061816415,8.634027383942316,0.8826379324313376
2023-03-25 23:28:26+00:00,18.23573894567379,6.4324430982168295,8.634576212715578,0.8839708023092625
2023-03-25 23:38:26+00:00,18.231544325763853,6.455180290252017,8.635125041488841,0.8853036721871872
2023-03-25 23:48:26+00:00,18.22734970585391,6.4779174822872045,8.635673870262105,0.8866365420651121
2023-03-25 23:58:26+00:00,18.223155085943972,6.5006546743223925,8.636222699035368,0.8879694119430368
2023-03-26 00:08:26+00:00,18.218960466034034,6.52339186635758,8.63677152780863,0.8893022818209616
2023-03-26 00:18:26+00:00,18.21476584612409,6.546129058392768,8.637320356581894,0.8906351516988864
2023-03-26 00:28:26+00:00,18.210571226214153,6.568866250427956,8.637869185355157,0.8919680215768112
2023-03-26 00:38:26+00:00,18.206376606304215,6.591603442463144,8.63841801412842,0.893300891454736
2023-03-26 00:48:26+00:00,18.202181986394272,6.6143406344983315,8.638966842901684,0.8946337613326608
2023-03-26 00:58:26+00:00,18.197987366484334,6.637077826533519,8.639515671674946,0.8959666312105856
2023-03-26 01:08:26+00:00,18.193792746574395,6.659815018568707,8.64006450044821,0.8972995010885104
2023-03-26 01:18:26+00:00,18.189598126664453,6.682552210603895,8.640613329221473,0.8986323709664352
2023-03-26 01:28:26+00:00,18.185403506754515,6.705289402639082,8.641162157994737,0.89996524084436
2023-03-26 01:38:26+00:00,18.181208886844573,6.72802659467427,8.641710986767999,0.9012981107222848
2023-03-26 01:48:26+00:00,18.177014266934634,6.750763786709458,8.642259815541262,0.9026309806002096
2023-03-26 01:58:26+00:00,18.172819647024696,6.773500978744646,8.642808644314526,0.9039638504781344
2023-03-26 02:08:26+00:00,18.168625027114754,6.796238170779834,8.64335747308779,0.9052967203560592
2023-03-26 02:18:26+00:00,18.164430407204815,6.818975362815021,8.643906301861051,0.906629590233984
2023-03-26 02:28:26+00:00,18.160235787294877,6.841712554850209,8.644455130634315,0.9079624601119088
2023-03-26 02:38:26+00:00,18.156041167384934,6.864449746885397,8.645003959407578,0.9092953299898336
