time,value_hum
2023-10-29 11:18:41,103.9358132571004
2023-10-29 11:28:41,104.06126256144793
2023-10-29 11:38:41,104.1756543170568
2023-10-29 11:48:41,104.27816782454035
2023-10-29 11:58:41,104.37069967480625
2023-10-29 12:08:41,104.45709472581645
2023-10-29 12:18:41,104.54187234628255
2023-10-29 12:28:41,104.62886274756575
2023-10-29 12:38:41,104.72017512973312
2023-10-29 12:48:41,104.81578822975442
2023-10-29 12:58:41,104.91383498327055
2023-10-29 13:08:41,105.01142474531348
2023-10-29 13:18:41,105.10568657512992
2023-10-29 13:28:41,105.19467522204872
2023-10-29 13:38:41,105.27786330049723
2023-10-29 13:48:41,105.35611078540362
2023-10-29 13:58:41,105.43119107147506
2023-10-29 14:08:41,105.50509392434267
2023-10-29 14:18:41,105.57937448065375
2023-10-29 14:28:41,105.65476580069709
2023-10-29 14:38:41,105.73114924229128
2023-10-29 14:48:41,105.80783449700998
2023-10-29 14:58:41,105.88399400174468
2023-10-29 15:08:41,105.95906064919252
2023-10-29 15:18:41,106.0329388724622
2023-10-29 15:28:41,106.10597299236561
2023-10-29 15:38:41,106.1787210350507
2023-10-29 15:48:41,106.25165497912184
2023-10-29 15:58:41,106.32492405713448
2023-10-29 16:08:41,106.39827599035856
2023-10-29 16:18:41,106.47115467479532
2023-10-29 16:28:41,106.5429166097348
2023-10-29 16:38:41,106.61306383591055
2023-10-29 16:48:41,106.68139403654843
2023-10-29 16:58:41,106.74801333597425
2023-10-29 17:08:41,106.81322155624599
2023-10-29 17:18:41,106.87733414801725
2023-10-29 17:28:41,106.94052690742298
2023-10-29 17:38:41,107.00277177533816
2023-10-29 17:48:41,107.06388507552464
2023-10-29 17:58:41,107.12365619316887
2023-10-29 18:08:41,107.18198921935232
2023-10-29 18:18:41,107.23898762339306
2023-10-29 18:28:41,107.29494226603768
2023-10-29 18:38:41,107.35023099346027
2023-10-29 18:48:41,107.40518105156427
2023-10-29 18:58:41,107.45996373759905
2023-10-29 19:08:41,107.51457574415666
2023-10-29 19:18:41,107.56892037455512
2023-10-29 19:28:41,107.62295303118665
2023-10-29 19:38:41,107.67682144955714
2023-10-29 19:48:41,107.7309280260212
2023-10-29 19:58:41,107.78587169947612
2023-10-29 20:08:41,107.84227791942698
2023-10-29 20:18:41,107.90057550181609
2023-10-29 20:28:41,107.96080675590913
2023-10-29 20:38:41,108.02254961080087
2023-10-29 20:48:41,108.08498985265122
2023-10-29 20:58:41,108.14712424812528
2023-10-29 21:08:41,108.20802469796548
2023-10-29 21:18:41,108.26707037863237
2023-10-29 21:28:41,108.32406845402869
2023-10-29 21:38:41,108.37922847800536
2023-10-29 21:48:41,108.43301249893346
2023-10-29 21:58:41,108.48592875603848
2023-10-29 22:08:41,108.53835340369052
2023-10-29 22:18:41,108.59044619832667
2023-10-29 22:28:41,108.64218159416754
2023-10-29 22:38:41,108.69346592466931
2023-10-29 22:48:41,108.74427608155445
2023-10-29 22:58:41,108.794749877067
2023-10-29 23:08:41,108.84518430463054
2023-10-29 23:18:41,108.89594280986383
2023-10-29 23:28:41,108.94731606145173
2023-10-29 23:38:41,108.99940316313234
2023-10-29 23:48:41,109.05207183974993
2023-10-29 23:58:41,109.10502069059768
2023-10-30 00:08:41,109.15791999983428
2023-10-30 00:18:41,109.2105707288563
2023-10-30 00:28:41,109.26301091770202
2023-10-30 00:38:41,109.31551991864318
2023-10-30 00:48:41,109.36851483988886
2023-10-30 00:58:41,109.42238121491785
2023-10-30 01:08:41,109.47731020049602
2023-10-30 01:18:41,109.53321376862692
2023-10-30 01:28:41,109.58975705851792
2023-10-30 01:38:41,109.64649676824436
2023-10-30 01:48:41,109.70306784003705
2023-10-30 01:58:41,109.75933821836674
2023-10-30 02:08:41,109.81546350736248
2023-10-30 02:18:41,109.87181544202052
2023-10-30 02:28:41,109.92881253515604
2023-10-30 02:38:41,109.98672461426902
2023-10-30 02:48:41,110.04553608468674
2023-10-30 02:58:41,110.10492923872663
2023-10-30 03:08:41,110.16439817100236
2023-10-30 03:18:41,110.22344731447008
2023-10-30 03:28:41,110.28179076222493
2023-10-30 03:38:41,110.33946630938127
2023-10-30 03:48:41,110.3968133821031
2023-10-30 03:58:41,110.45432228871817
2023-10-30 04:08:41,110.51241870090955
2023-10-30 04:18:41,110.57127722712934
2023-10-30 04:28:41,110.63074752165657
2023-10-30 04:38:41,110.69042892423501
2023-10-30 04:48:41,110.74986475398279
2023-10-30 04:58:41,110.80877292602781
2023-10-30 05:08:41,110.86720974737867
2023-10-30 05:18:41,110.92558854874207
2023-10-30 05:28:41,110.98453509822745
2023-10-30 05:38:41,111.04463260265977
2023-10-30 05:48:41,111.10616005510894
2023-10-30 05:58:41,111.16893572599865
2023-10-30 06:08:41,111.23233745194739
2023-10-30 06:18:41,111.29549851472034
2023-10-30 06:28:41,111.35760265679693
2023-10-30 06:38:41,111.41815680764977
2023-10-30 06:48:41,111.47712630491758
2023-10-30 06:58:41,111.53487431564416
2023-10-30 07:08:41,111.5919321354738
2023-10-30 07:18:41,111.64870395418569
2023-10-30 07:28:41,111.70524397848929
2023-10-30 07:38:41,111.76121763989272
2023-10-30 07:48:41,111.81607960956028
2023-10-30 07:58:41,111.86940090879718
2023-10-30 08:08:41,111.92119872631672
2023-10-30 08:18:41,111.97210274998858
2023-10-30 08:28:41,112.0232454729103
2023-10-30 08:38:41,112.0758750803218
2023-10-30 08:48:41,112.13081595369192
2023-10-30 08:58:41,112.18799074278269
2023-10-30 09:08:41,112.24622717540194
2023-10-30 09:18:41,112.30348914910923
2023-10-30 09:28:41,112.3575189160089
2023-10-30 09:38:41,112.40670941101446
2023-10-30 09:48:41,112.45090816989863
2023-10-30 09:58:41,112.49183813942615
2023-10-30 10:08:41,112.53292224683813
2023-10-30 10:18:41,112.57849025780878
2023-10-30 10:28:41,112.63256440097261
2023-10-30 10:38:41,112.69758643874883
2023-10-30 10:48:41,112.7734995564533
2023-10-30 10:58:41,112.85750855688016
2023-10-30 11:08:41,112.94463594861399
2023-10-30 11:18:41,113.02893669437506
2023-10-30 11:28:41,113.105017259457
2023-10-30 11:38:41,113.16940062845296
2023-10-30 11:48:41,113.22132523316164
2023-10-30 11:58:41,113.2627473904121
2023-10-30 12:08:41,113.29757209296646
2023-10-30 12:18:41,113.33037906697334
2023-10-30 12:28:41,113.36505891820495
2023-10-30 12:38:41,113.40378109398868
2023-10-30 12:48:41,113.44658424869918
2023-10-30 12:58:41,113.49166072543258
2023-10-30 13:08:41,113.53617859967537
2023-10-30 13:18:41,113.57732479105724
2023-10-30 13:28:41,113.61321087977154
2023-10-30 13:38:41,113.64336511756821
2023-10-30 13:48:41,113.6687017640674
2023-10-30 13:58:41,113.69104699281688
2023-10-30 14:08:41,113.71244169585027
2023-10-30 14:18:41,113.73449034374121
2023-10-30 14:28:41,113.75797340537396
2023-10-30 14:38:41,113.78281759674414
2023-10-30 14:48:41,113.80837580018023
2023-10-30 14:58:41,113.83386136690481
2023-10-30 15:08:41,113.85874572754985
2023-10-30 15:18:41,113.88296938559901
2023-10-30 15:28:41,113.9069101824956
2023-10-30 15:38:41,113.93115704272519
2023-10-30 15:48:41,113.95621015788696
2023-10-30 15:58:41,113.98224423462008
2023-10-30 16:08:41,114.00902968571482
2023-10-30 16:18:41,114.03603028254263
2023-10-30 16:28:41,114.0626195593795
2023-10-30 16:38:41,114.08831373769948
2023-10-30 16:48:41,114.11292182287937
2023-10-30 16:58:41,114.13655840815099
2023-10-30 17:08:41,114.15952894650682
2023-10-30 17:18:41,114.1821517060902
2023-10-30 17:28:41,114.2046025208566
2023-10-30 17:38:41,114.22685063282591
2023-10-30 17:48:41,114.24870698202264
2023-10-30 17:58:41,114.26995294542566
2023-10-30 18:08:41,114.29048204991203
2023-10-30 18:18:41,114.31038472137725
2023-10-30 18:28:41,114.32993638189991
2023-10-30 18:38:41,114.34949713527796
2023-10-30 18:48:41,114.369374279399
2023-10-30 18:58:41,114.3897170626366
2023-10-30 19:08:41,114.41049813816285
2023-10-30 19:18:41,114.4315948956268
2023-10-30 19:28:41,114.45293507050455
2023-10-30 19:38:41,114.47463710377043
2023-10-30 19:48:41,114.49707259937827
2023-10-30 19:58:41,114.5208083392442
2023-10-30 20:08:41,114.54643638758715
2023-10-30 20:18:41,114.57435108564144
2023-10-30 20:28:41,114.6045593192703
2023-10-30 20:38:41,114.63660278792415
2023-10-30 20:48:41,114.66963038502017
2023-10-30 20:58:41,114.70260146524461
2023-10-30 21:08:41,114.73455014160149
2023-10-30 21:18:41,114.76481757027626
2023-10-30 21:28:41,114.79317280409262
2023-10-30 21:38:41,114.81978733568528
2023-10-30 21:48:41,114.84508534017178
2023-10-30 21:58:41,114.8695375073752
2023-10-30 22:08:41,114.8934828989099
2023-10-30 22:18:41,114.91704476457693
2023-10-30 22:28:41,114.94016176351417
2023-10-30 22:38:41,114.96270526716951
2023-10-30 22:48:41,114.9846181548615
2023-10-30 22:58:41,115.00600528794882
2023-10-30 23:08:41,115.02713187684971
2023-10-30 23:18:41,115.04833085301055
2023-10-30 23:28:41,115.06986373459604
2023-10-30 23:38:41,115.09180192735094
2023-10-30 23:48:41,115.11398699300838
2023-10-30 23:58:41,115.13609297847682
2023-10-31 00:08:41,115.15776729517654
2023-10-31 00:18:41,115.17878977364884
2023-10-31 00:28:41,115.19917911974781
2023-10-31 00:38:41,115.21919719630215
2023-10-31 00:48:41,115.23924550738515
2023-10-31 00:58:41,115.25969590103377
2023-10-31 01:08:41,115.28072779321008
2023-10-31 01:18:41,115.30224337887512
2023-10-31 01:28:41,115.3238999952428
2023-10-31 01:38:41,115.34524851805187
2023-10-31 01:48:41,115.36592004423939
2023-10-31 01:58:41,115.38578064034216
2023-10-31 02:08:41,115.40498598359648
2023-10-31 02:18:41,115.42390981021714
2023-10-31 02:28:41,115.44297453272154
2023-10-31 02:38:41,115.46245574123311
2023-10-31 02:48:41,115.4823454248158
2023-10-31 02:58:41,115.502335233329
2023-10-31 03:08:41,115.52193033958476
2023-10-31 03:18:41,115.54064791747255
2023-10-31 03:28:41,115.55821640048383
2023-10-31 03:38:41,115.57468945611878
2023-10-31 03:48:41,115.59042384299113
2023-10-31 03:58:41,115.60592858619341
