time,value_acid
2023-10-23 06:34:06,10.730414255939433
2023-10-23 06:44:06,10.73213427144181
2023-10-23 06:54:06,10.733763538076989
2023-10-23 07:04:06,10.73525445750065
2023-10-23 07:14:06,10.736573589806268
2023-10-23 07:24:06,10.737709353184195
2023-10-23 07:34:06,10.738674187546922
2023-10-23 07:44:06,10.739500498518819
2023-10-23 07:54:06,10.740231579935807
2023-10-23 08:04:06,10.740910215253171
2023-10-23 08:14:06,10.741568298980551
2023-10-23 08:24:06,10.742220401004735
2023-10-23 08:34:06,10.742862871387803
2023-10-23 08:44:06,10.74347829895347
2023-10-23 08:54:06,10.744043485128984
2023-10-23 09:04:06,10.744538109828325
2023-10-23 09:14:06,10.74495124879627
2023-10-23 09:24:06,10.745283820722042
2023-10-23 09:34:06,10.745546553242702
2023-10-23 09:44:06,10.745754625646908
2023-10-23 09:54:06,10.7459212351891
2023-10-23 10:04:06,10.746052586092006
2023-10-23 10:14:06,10.746146156713634
2023-10-23 10:24:06,10.746192814115453
2023-10-23 10:34:06,10.746181887375633
2023-10-23 10:44:06,10.746107202727904
2023-10-23 10:54:06,10.745971714633301
2023-10-23 11:04:06,10.745788861686767
2023-10-23 11:14:06,10.745579954387383
2023-10-23 11:24:06,10.745368344062793
2023-10-23 11:34:06,10.745172318654472
2023-10-23 11:44:06,10.744999198433787
2023-10-23 11:54:06,10.744842772533367
2023-10-23 12:04:06,10.744685132235434
2023-10-23 12:14:06,10.744502485374317
2023-10-23 12:24:06,10.744273177183366
2023-10-23 12:34:06,10.743985358133777
2023-10-23 12:44:06,10.743641796540805
2023-10-23 12:54:06,10.743260217469855
2023-10-23 13:04:06,10.742868968106645
2023-10-23 13:14:06,10.742499295461807
2023-10-23 13:24:06,10.742176588895965
2023-10-23 13:34:06,10.741913245034167
2023-10-23 13:44:06,10.741705268866603
2023-10-23 13:54:06,10.74153352476235
2023-10-23 14:04:06,10.741369097862085
2023-10-23 14:14:06,10.741180995656263
2023-10-23 14:24:06,10.7409438005311
2023-10-23 14:34:06,10.740643052245707
2023-10-23 14:44:06,10.74027700457644
2023-10-23 14:54:06,10.739854645159625
2023-10-23 15:04:06,10.739391060848964
2023-10-23 15:14:06,10.738901977410274
2023-10-23 15:24:06,10.738399375856815
2023-10-23 15:34:06,10.737889502633145
2023-10-23 15:44:06,10.737373589593506
2023-10-23 15:54:06,10.736850560889254
2023-10-23 16:04:06,10.73632030529829
2023-10-23 16:14:06,10.735785976958663
2023-10-23 16:24:06,10.735254278468128
2023-10-23 16:34:06,10.734733577108765
2023-10-23 16:44:06,10.734230657716648
2023-10-23 16:54:06,10.733747554183697
2023-10-23 17:04:06,10.733279971012223
2023-10-23 17:14:06,10.73281826268731
2023-10-23 17:24:06,10.73235096783444
2023-10-23 17:34:06,10.73186984974821
2023-10-23 17:44:06,10.731374668903157
2023-10-23 17:54:06,10.730875799251471
2023-10-23 18:04:06,10.730393380304045
2023-10-23 18:14:06,10.729952805175554
2023-10-23 18:24:06,10.729577617551925
2023-10-23 18:34:06,10.729281888984595
2023-10-23 18:44:06,10.729064509436133
2023-10-23 18:54:06,10.728907391234536
2023-10-23 19:04:06,10.728778468254331
2023-10-23 19:14:06,10.72863891282453
2023-10-23 19:24:06,10.72845266130108
2023-10-23 19:34:06,10.72819557212194
2023-10-23 19:44:06,10.727861594979931
