time,value_hum
2023-09-10 17:58:22,52.207527305754894
2023-09-10 18:08:22,52.19127981611945
2023-09-10 18:18:22,52.18330897070588
2023-09-10 18:28:22,52.18435243429583
2023-09-10 18:38:22,52.19290755492248
2023-09-10 18:48:22,52.20593081871636
2023-09-10 18:58:22,52.2199126282184
2023-09-10 19:08:22,52.231959768414335
2023-09-10 19:18:22,52.24054128563732
2023-09-10 19:28:22,52.24569314418949
2023-09-10 19:38:22,52.248677649960555
2023-09-10 19:48:22,52.251280598059516
2023-09-10 19:58:22,52.25503660097287
2023-09-10 20:08:22,52.260667905952886
2023-09-10 20:18:22,52.267914304082865
2023-09-10 20:28:22,52.27576876867768
2023-09-10 20:38:22,52.28297997593738
2023-09-10 20:48:22,52.28859564968214
2023-09-10 20:58:22,52.29232753320359
2023-09-10 21:08:22,52.294609684194754
2023-09-10 21:18:22,52.296355022936865
2023-09-10 21:28:22,52.29853538952382
2023-09-10 21:38:22,52.301771341004546
2023-09-10 21:48:22,52.30609959031235
2023-09-10 21:58:22,52.311001174907304
2023-09-10 22:08:22,52.31566070574597
2023-09-10 22:18:22,52.319333802287495
2023-09-10 22:28:22,52.3216627970963
2023-09-10 22:38:22,52.322811806615974
2023-09-10 22:48:22,52.3233747442681
2023-09-10 22:58:22,52.324107053268335
2023-09-10 23:08:22,52.325602954153275
2023-09-10 23:18:22,52.32805673597985
2023-09-10 23:28:22,52.33120473361166
2023-09-10 23:38:22,52.33446426947579
2023-09-10 23:48:22,52.33720222716603
2023-09-10 23:58:22,52.33901414698888
2023-09-11 00:08:22,52.33989515363306
2023-09-11 00:18:22,52.34023439034318
2023-09-11 00:28:22,52.340641868725115
2023-09-11 00:38:22,52.34168726066996
2023-09-11 00:48:22,52.34366464450158
2023-09-11 00:58:22,52.346482273361765
2023-09-11 01:08:22,52.34972002637249
2023-09-11 01:18:22,52.35282453518924
2023-09-11 01:28:22,52.35535433834332
2023-09-11 01:38:22,52.35716879583195
2023-09-11 01:48:22,52.35848166557858
2023-09-11 01:58:22,52.35976035930542
2023-09-11 02:08:22,52.361518468548894
2023-09-11 02:18:22,52.36409363089784
2023-09-11 02:28:22,52.367506758047334
2023-09-11 02:38:22,52.371461353937924
2023-09-11 02:48:22,52.37548001833832
2023-09-11 02:58:22,52.37911619832552
2023-09-11 03:08:22,52.38214808691115
2023-09-11 03:18:22,52.38467110935162
2023-09-11 03:28:22,52.387050823213585
2023-09-11 03:38:22,52.38975912497486
2023-09-11 03:48:22,52.39316683281272
2023-09-11 03:58:22,52.39738352578173
2023-09-11 04:08:22,52.402213731973994
2023-09-11 04:18:22,52.407247105547
2023-09-11 04:28:22,52.412041725632896
2023-09-11 04:38:22,52.41631949662477
2023-09-11 04:48:22,52.42008805360203
2023-09-11 04:58:22,52.42363626297396
2023-09-11 05:08:22,52.42740590242436
2023-09-11 05:18:22,52.431796169314275
2023-09-11 05:28:22,52.43698682167977
2023-09-11 05:38:22,52.44285742564891
