time,value_temp
2023-10-24 16:16:06,8.77438702228296
2023-10-24 16:26:06,8.774329377665032
2023-10-24 16:36:06,8.774649319715273
2023-10-24 16:46:06,8.775358301394263
2023-10-24 16:56:06,8.776343016221894
2023-10-24 17:06:06,8.777430913233818
2023-10-24 17:16:06,8.778467460820004
2023-10-24 17:26:06,8.77937188762198
2023-10-24 17:36:06,8.780150842831427
2023-10-24 17:46:06,8.780869851577963
2023-10-24 17:56:06,8.781601240892977
2023-10-24 18:06:06,8.782376279061484
2023-10-24 18:16:06,8.783165190588717
2023-10-24 18:26:06,8.783894008892641
2023-10-24 18:36:06,8.784489022704587
2023-10-24 18:46:06,8.784926257537817
2023-10-24 18:56:06,8.785260945789588
2023-10-24 19:06:06,8.785621196094171
2023-10-24 19:16:06,8.786166693049514
2023-10-24 19:26:06,8.787029614225462
2023-10-24 19:36:06,8.788263613436385
2023-10-24 19:46:06,8.789823756862049
2023-10-24 19:56:06,8.791586994009442
2023-10-24 20:06:06,8.793404991719795
2023-10-24 20:16:06,8.79516683208346
2023-10-24 20:26:06,8.79684454721146
2023-10-24 20:36:06,8.79850179601493
2023-10-24 20:46:06,8.80026201966937
2023-10-24 20:56:06,8.802250144058453
2023-10-24 21:06:06,8.804533554191378
2023-10-24 21:16:06,8.807088501970695
2023-10-24 21:26:06,8.809807069270487
2023-10-24 21:36:06,8.812542058266574
2023-10-24 21:46:06,8.815170445564608
2023-10-24 21:56:06,8.817647645664179
2023-10-24 22:06:06,8.820028515493815
2023-10-24 22:16:06,8.822445285736215
2023-10-24 22:26:06,8.82505129771604
2023-10-24 22:36:06,8.827954446900387
2023-10-24 22:46:06,8.831169009229068
2023-10-24 22:56:06,8.834606883605183
2023-10-24 23:06:06,8.838112434870437
2023-10-24 23:16:06,8.841526308166596
2023-10-24 23:26:06,8.844750965540623
2023-10-24 23:36:06,8.847789803850592
2023-10-24 23:46:06,8.850743032629676
2023-10-24 23:56:06,8.853762195444524
2023-10-25 00:06:06,8.856983220995243
2023-10-25 00:16:06,8.860467329297522
2023-10-25 00:26:06,8.864175787266802
2023-10-25 00:36:06,8.867989732264554
2023-10-25 00:46:06,8.871766411181179
2023-10-25 00:56:06,8.875406886410529
2023-10-25 01:06:06,8.878904769504882
2023-10-25 01:16:06,8.882353463745776
2023-10-25 01:26:06,8.885907482784795
2023-10-25 01:36:06,8.88971387919569
2023-10-25 01:46:06,8.893843661631363
2023-10-25 01:56:06,8.898254005561785
2023-10-25 02:06:06,8.90279931012154
2023-10-25 02:16:06,8.907287971840685
2023-10-25 02:26:06,8.9115612543949
2023-10-25 02:36:06,8.915559925568841
2023-10-25 02:46:06,8.919348486201141
2023-10-25 02:56:06,8.923084534778098
2023-10-25 03:06:06,8.926944782063101
2023-10-25 03:16:06,8.931039114777828
2023-10-25 03:26:06,8.935350959675556
2023-10-25 03:36:06,8.939732429461237
2023-10-25 03:46:06,8.943959883407615
2023-10-25 03:56:06,8.94782902831917
2023-10-25 04:06:06,8.951249958051976
2023-10-25 04:16:06,8.954300151855293
2023-10-25 04:26:06,8.95720928077249
2023-10-25 04:36:06,8.960277750338204
2023-10-25 04:46:06,8.963759688738502
2023-10-25 04:56:06,8.96775816287099
2023-10-25 05:06:06,8.972177805653201
2023-10-25 05:16:06,8.97675787988334
2023-10-25 05:26:06,8.981175614823085
2023-10-25 05:36:06,8.985179117734587
2023-10-25 05:46:06,8.9886945231733
2023-10-25 05:56:06,8.991860402576743
2023-10-25 06:06:06,8.99497144679759
2023-10-25 06:16:06,8.998351734494051
2023-10-25 06:26:06,9.002209594394525
2023-10-25 06:36:06,9.006537171715951
2023-10-25 06:46:06,9.011102307390894
2023-10-25 06:56:06,9.01554319689243
2023-10-25 07:06:06,9.019531990097224
2023-10-25 07:16:06,9.022940472487521
2023-10-25 07:26:06,9.025934131041803
2023-10-25 07:36:06,9.028945139601406
2023-10-25 07:46:06,9.032522286018066
2023-10-25 07:56:06,9.037108518339213
2023-10-25 08:06:06,9.042833045229985
2023-10-25 08:16:06,9.049408375862189
2023-10-25 08:26:06,9.056189115919217
2023-10-25 08:36:06,9.062389252720303
2023-10-25 08:46:06,9.06739002431693
2023-10-25 08:56:06,9.071026657770464
2023-10-25 09:06:06,9.07373825197231
2023-10-25 09:16:06,9.076505584405636
2023-10-25 09:26:06,9.080574434022349
2023-10-25 09:36:06,9.087041783584679
2023-10-25 09:46:06,9.096439520171554
2023-10-25 09:56:06,9.10846237712098
2023-10-25 10:06:06,9.121946900659642
2023-10-25 10:16:06,9.135128089062333
2023-10-25 10:26:06,9.146107040137615
2023-10-25 10:36:06,9.153389055512687
2023-10-25 10:46:06,9.156323628109897
2023-10-25 10:56:06,9.155306180394799
2023-10-25 11:06:06,9.151677093968834
2023-10-25 11:16:06,9.147350632121789
2023-10-25 11:26:06,9.144291602709526
2023-10-25 11:36:06,9.14400233477492
2023-10-25 11:46:06,9.147172653142105
2023-10-25 11:56:06,9.15358621783846
2023-10-25 12:06:06,9.162289956038963
2023-10-25 12:16:06,9.17194999157483
2023-10-25 12:26:06,9.18126546184754
2023-10-25 12:36:06,9.189306447033387
2023-10-25 12:46:06,9.195682133137932
2023-10-25 12:56:06,9.200512795651647
2023-10-25 13:06:06,9.204248278148127
2023-10-25 13:16:06,9.207421883285313
2023-10-25 13:26:06,9.210437796629435
2023-10-25 13:36:06,9.213462848970115
2023-10-25 13:46:06,9.216443508248508
2023-10-25 13:56:06,9.219217545229023
2023-10-25 14:06:06,9.221656544538405
2023-10-25 14:16:06,9.223771290945347
2023-10-25 14:26:06,9.225735748601771
2023-10-25 14:36:06,9.227824785819758
2023-10-25 14:46:06,9.230298686820497
2023-10-25 14:56:06,9.233288551666561
