time,value_temp
2023-09-10 17:58:22,18.90518516237254
2023-09-10 18:08:22,18.905596265671043
2023-09-10 18:18:22,18.90654782482381
2023-09-10 18:28:22,18.908075659605714
2023-09-10 18:38:22,18.910071074562243
2023-09-10 18:48:22,18.912331638312928
2023-09-10 18:58:22,18.914633514748537
2023-09-10 19:08:22,18.916800386512122
2023-09-10 19:18:22,18.918747320891356
2023-09-10 19:28:22,18.920488360943718
2023-09-10 19:38:22,18.922110043016914
2023-09-10 19:48:22,18.92372449866714
2023-09-10 19:58:22,18.925421377694505
2023-09-10 20:08:22,18.927236010578493
2023-09-10 20:18:22,18.929143299405453
2023-09-10 20:28:22,18.931076221121106
2023-09-10 20:38:22,18.93295870788945
2023-09-10 20:48:22,18.934738318382387
2023-09-10 20:58:22,18.936405756297482
2023-09-10 21:08:22,18.937994776535966
2023-09-10 21:18:22,18.93956442525187
2023-09-10 21:28:22,18.941172449309345
2023-09-10 21:38:22,18.94285149830467
2023-09-10 21:48:22,18.94459764700401
2023-09-10 21:58:22,18.946374995340296
2023-09-10 22:08:22,18.948133242592046
2023-09-10 22:18:22,18.949830027365312
2023-09-10 22:28:22,18.951448425840965
2023-09-10 22:38:22,18.9530026347014
2023-09-10 22:48:22,18.954530202071766
2023-09-10 22:58:22,18.95607485808659
2023-09-10 23:08:22,18.957667677584862
2023-09-10 23:18:22,18.959314577612243
2023-09-10 23:28:22,18.960995086611263
2023-09-10 23:38:22,18.96267236531439
2023-09-10 23:48:22,18.964309762369023
2023-09-10 23:58:22,18.965886686181175
2023-09-11 00:08:22,18.9674071994954
2023-09-11 00:18:22,18.96889808408797
2023-09-11 00:28:22,18.970397659678103
2023-09-11 00:38:22,18.971940426694356
2023-09-11 00:48:22,18.973544092037354
2023-09-11 00:58:22,18.97520421445536
2023-09-11 01:08:22,18.97689825516457
2023-09-11 01:18:22,18.978596786036466
2023-09-11 01:28:22,18.980276715719047
2023-09-11 01:38:22,18.981930812709642
2023-09-11 01:48:22,18.9835696778094
2023-09-11 01:58:22,18.985215744886347
