time,value_acid
2023-10-24 16:16:06,3.306689178882511
2023-10-24 16:26:06,3.304788801958809
2023-10-24 16:36:06,3.30321701664958
2023-10-24 16:46:06,3.3019894300850927
2023-10-24 16:56:06,3.301020741020638
2023-10-24 17:06:06,3.3001705420987415
2023-10-24 17:16:06,3.299302859099174
2023-10-24 17:26:06,3.2983358083700147
2023-10-24 17:36:06,3.297263515527727
2023-10-24 17:46:06,3.296144805667908
2023-10-24 17:56:06,3.2950668232616844
2023-10-24 18:06:06,3.2941011157467766
2023-10-24 18:16:06,3.293271296611206
2023-10-24 18:26:06,3.2925450339100313
2023-10-24 18:36:06,3.2918518960805807
2023-10-24 18:46:06,3.2911174653818205
2023-10-24 18:56:06,3.2902977396682425
2023-10-24 19:06:06,3.2893986146380016
2023-10-24 19:16:06,3.288472477381421
2023-10-24 19:26:06,3.2875942588318052
2023-10-24 19:36:06,3.2868281443499363
2023-10-24 19:46:06,3.286199797669262
2023-10-24 19:56:06,3.28568604743278
2023-10-24 20:06:06,3.2852260103624316
2023-10-24 20:16:06,3.284748195681029
2023-10-24 20:26:06,3.284201371709248
2023-10-24 20:36:06,3.283575718515411
2023-10-24 20:46:06,3.282905418261485
2023-10-24 20:56:06,3.2822521687928865
2023-10-24 21:06:06,3.2816774201792502
2023-10-24 21:16:06,3.2812158075708155
2023-10-24 21:26:06,3.2808613411098904
2023-10-24 21:36:06,3.2805719540616756
2023-10-24 21:46:06,3.2802897428535505
2023-10-24 21:56:06,3.2799673572018824
2023-10-24 22:06:06,3.279588535841304
2023-10-24 22:16:06,3.2791737552214624
2023-10-24 22:26:06,3.278768958586377
2023-10-24 22:36:06,3.278423169758997
2023-10-24 22:46:06,3.2781659192286683
2023-10-24 22:56:06,3.277995489726534
2023-10-24 23:06:06,3.2778839545166165
2023-10-24 23:16:06,3.2777970666543736
2023-10-24 23:26:06,3.2777198203940068
2023-10-24 23:36:06,3.2776752613341458
2023-10-24 23:46:06,3.2777264618207487
2023-10-24 23:56:06,3.277958636150002
2023-10-25 00:06:06,3.2784471585826283
2023-10-25 00:16:06,3.279223932640542
2023-10-25 00:26:06,3.2802561308554647
2023-10-25 00:36:06,3.281446925568886
2023-10-25 00:46:06,3.2826591829391525
2023-10-25 00:56:06,3.283753789449085
2023-10-25 01:06:06,3.2846282687264754
2023-10-25 01:16:06,3.285241221200016
2023-10-25 01:26:06,3.2856139822459918
2023-10-25 01:36:06,3.2858102792630657
2023-10-25 01:46:06,3.285903576586374
