time,value_acid
2023-05-17 04:40:21,6.39095410651452
2023-05-17 04:50:21,6.3850295115086775
2023-05-17 05:00:21,6.379049929283533
2023-05-17 05:10:21,6.373206125069598
2023-05-17 05:20:21,6.367662864932587
2023-05-17 05:30:21,6.36251378642029
2023-05-17 05:40:21,6.357752314288268
2023-05-17 05:50:21,6.35326886121779
2023-05-17 06:00:21,6.348877526205438
2023-05-17 06:10:21,6.344366798258769
2023-05-17 06:20:21,6.339561121211164
2023-05-17 06:30:21,6.334376165443676
2023-05-17 06:40:21,6.328851810826486
2023-05-17 06:50:21,6.3231530349530765
2023-05-17 07:00:21,6.3175382795515285
2023-05-17 07:10:21,6.312304454902334
2023-05-17 07:20:21,6.3077244150977725
2023-05-17 07:30:21,6.303994315990405
2023-05-17 07:40:21,6.301204294559979
2023-05-17 07:50:21,6.299337828487229
2023-05-17 08:00:21,6.2982957974251885
2023-05-17 08:10:21,6.297933917820227
2023-05-17 08:20:21,6.298099337710504
2023-05-17 08:30:21,6.298654577037709
2023-05-17 08:40:21,6.299483559994578
2023-05-17 08:50:21,6.300482572145556
2023-05-17 09:00:21,6.301545425423029
2023-05-17 09:10:21,6.302554429999182
2023-05-17 09:20:21,6.303386057979708
2023-05-17 09:30:21,6.303933491530249
2023-05-17 09:40:21,6.304140187465298
2023-05-17 09:50:21,6.304032353445419
2023-05-17 10:00:21,6.303736386499234
2023-05-17 10:10:21,6.303470836911294
2023-05-17 10:20:21,6.303510298699817
2023-05-17 10:30:21,6.30412811490955
2023-05-17 10:40:21,6.305532560442929
2023-05-17 10:50:21,6.307814401322614
2023-05-17 11:00:21,6.310921165137417
2023-05-17 11:10:21,6.314665854131409
2023-05-17 11:20:21,6.3187677018211845
2023-05-17 11:30:21,6.322913278851289
2023-05-17 11:40:21,6.326820818514747
2023-05-17 11:50:21,6.330290697130855
2023-05-17 12:00:21,6.333230298740481
2023-05-17 12:10:21,6.335650002765786
2023-05-17 12:20:21,6.337635774981941
2023-05-17 12:30:21,6.339309951856951
