time,value_temp,value_hum,value_acid
2023-05-23 04:58:05,11.632303370640116,95.90003118681597,8.79677348363402
2023-05-23 05:08:05,11.625692171720113,95.9226843148058,8.79496023668054
2023-05-23 05:18:05,11.61941450520946,95.94405096110924,8.793305654973164
2023-05-23 05:28:05,11.613133283964734,95.96304222039856,8.791843752033795
2023-05-23 05:38:05,11.60655040917034,95.97912889898883,8.79057142845354
2023-05-23 05:48:05,11.599543506554864,95.99249229506108,8.789453245869874
2023-05-23 05:58:05,11.592268783738614,96.00393540165804,8.788433630039254
2023-05-23 06:08:05,11.58518761653294,96.01457246275532,8.787452771708983
2023-05-23 06:18:05,11.578995854060183,96.0253995866242,8.786461787247266
2023-05-23 06:28:05,11.574466617083983,96.0369003172967,8.785433243115667
2023-05-23 06:38:05,11.57224881861679,96.04883528890696,8.784364696324447
2023-05-23 06:48:05,11.572683135100949,96.0603025561536,8.783274963289328
2023-05-23 06:58:05,11.575696544752615,96.07005581331276,8.78219481395965
2023-05-23 07:08:05,11.580814495527257,96.0769681779106,8.78115517785946
2023-05-23 07:18:05,11.587292714288852,96.0804683725008,8.780176420126924
2023-05-23 07:28:05,11.594330916308405,96.08077970848528,8.779261733722622
2023-05-23 07:38:05,11.60130211589263,96.07886196526646,8.778396386011105
2023-05-23 07:48:05,11.607924341142974,96.07606784667315,8.777552830257822
2023-05-23 07:58:05,11.614319391901455,96.07363734308193,8.776700010119416
2023-05-23 08:08:05,11.620940189228348,96.07222126188168,8.775813988551942
2023-05-23 08:18:05,11.628391691361596,96.07162091595838,8.774886634986276
2023-05-23 08:28:05,11.637205270814375,96.0708531890221,8.773929617885734
2023-05-23 08:38:05,11.647640760958174,96.068526536706,8.772972253025674
2023-05-23 08:48:05,11.65957929276903,96.06339077514704,8.772053518748976
2023-05-23 08:58:05,11.672537777325758,96.0548501617839,8.771210297791102
2023-05-23 09:08:05,11.685794114585498,96.04323622731886,8.770465147867919
2023-05-23 09:18:05,11.698575735260873,96.02972464032904,8.769817256532662
2023-05-23 09:28:05,11.710245477349543,96.01591778776788,8.769239542622943
2023-05-23 09:38:05,11.720423895371043,96.00324958780892,8.768683260468638
2023-05-23 09:48:05,11.729013074654205,95.9924479256062,8.768089354567293
2023-05-23 09:58:05,11.736123691347492,95.9832792571062,8.767403790494335
2023-05-23 10:08:05,11.74194084433309,95.97469924144148,8.766592756650295
2023-05-23 10:18:05,11.746583198095545,95.96537769985792,8.765653427577524
2023-05-23 10:28:05,11.750008281721364,95.9544136649614,8.76461702581282
2023-05-23 10:38:05,11.751996294003606,95.94196617142032,8.76354296620913
2023-05-23 10:48:05,11.752214100609518,95.92953682585336,8.762505348556875
2023-05-23 10:58:05,11.75033206707091,95.9197524425396,8.761575258867719
2023-05-23 11:08:05,11.746149345241498,95.91567290097724,8.760803586665528
2023-05-23 11:18:05,11.739683439364166,95.91982776588716,8.760208975277985
2023-05-23 11:28:05,11.731195777368454,95.9332990172944,8.75977410428108
2023-05-23 11:38:05,11.721149378103693,95.95517199348689,8.759451171776105
2023-05-23 11:48:05,11.710117811039986,95.98256657847914,8.759174891957382
2023-05-23 11:58:05,11.698678183882665,96.01127170518116,8.758879306219663
2023-05-23 12:08:05,11.687321047007128,96.03680364380884,8.758513806022792
2023-05-23 12:18:05,11.676398607277802,96.0555635003953,8.758054211942994
2023-05-23 12:28:05,11.666115561033916,96.06573324077353,8.757506358633616
2023-05-23 12:38:05,11.656551700492347,96.06763532096782,8.756901868165494
2023-05-23 12:48:05,11.64769795623076,96.06345850560147,8.756287958867526
2023-05-23 12:58:05,11.639489443552362,96.05645952744187,8.755714599724133
2023-05-23 13:08:05,11.631827767252826,96.04991524567954,8.755222705096552
2023-05-23 13:18:05,11.624594915646512,96.0461674826319,8.754836352648551
2023-05-23 13:28:05,11.617667075177078,96.04605294542624,8.7545605174707
2023-05-23 13:38:05,11.610935670497156,96.048865464408,8.754384074060223
2023-05-23 13:48:05,11.60433577124563,96.05281168087951,8.754286373790363
2023-05-23 13:58:05,11.59787292162,96.05576074481594,8.754244953384944
2023-05-23 14:08:05,11.5916338892981,96.05600772602877,8.754242001866075
2023-05-23 14:18:05,11.58576876808607,96.0527923609752,8.75426796877254
2023-05-23 14:28:05,11.580441713111435,96.04642462417858,8.754321802457035
2023-05-23 14:38:05,11.575761707787724,96.03802106535343,8.754408373310069
2023-05-23 14:48:05,11.571716890693178,96.02899315654588,8.754534349235882
2023-05-23 14:58:05,11.56813993102272,96.02050273581366,8.754704001857801
2023-05-23 15:08:05,11.564724533122224,96.01308827204542,8.754916168493775
2023-05-23 15:18:05,11.56109590664815,96.00658029944124,8.755163050408388
2023-05-23 15:28:05,11.55691701240182,96.00030283068934,8.755430916625528
2023-05-23 15:38:05,11.551995944993138,95.99344847665752,8.755702294088652
2023-05-23 15:48:05,11.546355236276389,95.9854587608182,8.755958958970961
2023-05-23 15:58:05,11.54023422201522,95.97625509635336,8.756185002486653
2023-05-23 16:08:05,11.534018139962912,95.96623932963055,8.756369362317514
2023-05-23 16:18:05,11.52811443209124,95.95608266715212,8.756507403530945
2023-05-23 16:28:05,11.522817656777208,95.94640711267124,8.756601337797484
2023-05-23 16:38:05,11.518210998674292,95.93750148096132,8.756659461430859
2023-05-23 16:48:05,11.514141247376855,95.92919243441816,8.756694372434307
2023-05-23 16:58:05,11.51027865706949,95.92092176855246,8.756720496628452
2023-05-23 17:08:05,11.506242335063742,95.91199442994564,8.75675139483484
2023-05-23 17:18:05,11.501747161964854,95.90189289804869,8.756797395012558
