time,value_hum
2023-10-23 06:34:06,134.13903954863284
2023-10-23 06:44:06,134.18638454926494
2023-10-23 06:54:06,134.23407446907834
2023-10-23 07:04:06,134.2794246809264
2023-10-23 07:14:06,134.31947363551808
2023-10-23 07:24:06,134.35195720201503
2023-10-23 07:34:06,134.37608262957616
2023-10-23 07:44:06,134.39277793799397
2023-10-23 07:54:06,134.40430297407366
2023-10-23 08:04:06,134.41337125246085
2023-10-23 08:14:06,134.42213575144484
2023-10-23 08:24:06,134.43144941112226
2023-10-23 08:34:06,134.4406961033285
2023-10-23 08:44:06,134.44824769938148
2023-10-23 08:54:06,134.45233890707823
2023-10-23 09:04:06,134.4519761999676
2023-10-23 09:14:06,134.4474858013332
2023-10-23 09:24:06,134.44046393275434
2023-10-23 09:34:06,134.4331531607058
2023-10-23 09:44:06,134.4275197778063
2023-10-23 09:54:06,134.42443991347636
2023-10-23 10:04:06,134.4233577201494
2023-10-23 10:14:06,134.42257483662536
2023-10-23 10:24:06,134.42005332086433
2023-10-23 10:34:06,134.41438430478777
2023-10-23 10:44:06,134.40549323948008
2023-10-23 10:54:06,134.39475844404564
2023-10-23 11:04:06,134.384470613535
2023-10-23 11:14:06,134.37685065320414
2023-10-23 11:24:06,134.3730459016051
2023-10-23 11:34:06,134.37254937920713
2023-10-23 11:44:06,134.37331712481134
2023-10-23 11:54:06,134.3725629204093
2023-10-23 12:04:06,134.36791255715804
2023-10-23 12:14:06,134.35843047326256
2023-10-23 12:24:06,134.3450679665282
2023-10-23 12:34:06,134.33031557106747
2023-10-23 12:44:06,134.3171784308264
2023-10-23 12:54:06,134.30789085654712
2023-10-23 13:04:06,134.30291491060683
2023-10-23 13:14:06,134.30066621473
2023-10-23 13:24:06,134.29811359605097
2023-10-23 13:34:06,134.2920281706863
2023-10-23 13:44:06,134.28036887316983
2023-10-23 13:54:06,134.26321252636023
2023-10-23 14:04:06,134.24280932751677
2023-10-23 14:14:06,134.2227047327154
2023-10-23 14:24:06,134.20626891129336
2023-10-23 14:34:06,134.19524486887443
2023-10-23 14:44:06,134.18894446845533
2023-10-23 14:54:06,134.1844691164821
2023-10-23 15:04:06,134.17790513432553
2023-10-23 15:14:06,134.166018130818
2023-10-23 15:24:06,134.14772918199
2023-10-23 15:34:06,134.1247116418854
2023-10-23 15:44:06,134.10079290039323
2023-10-23 15:54:06,134.0803482924198
2023-10-23 16:04:06,134.06632813713566
2023-10-23 16:14:06,134.0587659827434
2023-10-23 16:24:06,134.05447176042776
2023-10-23 16:34:06,134.04815502866433
2023-10-23 16:44:06,134.03462289258468
2023-10-23 16:54:06,134.01119762477109
2023-10-23 17:04:06,133.9793180674213
2023-10-23 17:14:06,133.94452725730025
2023-10-23 17:24:06,133.9146416827728
2023-10-23 17:34:06,133.89663119609045
2023-10-23 17:44:06,133.89332701003107
2023-10-23 17:54:06,133.90127099426627
2023-10-23 18:04:06,133.91071437924919
2023-10-23 18:14:06,133.90804941596258
2023-10-23 18:24:06,133.88006305862405
2023-10-23 18:34:06,133.8186667314059
2023-10-23 18:44:06,133.72446711552675
2023-10-23 18:54:06,133.60783204268608
2023-10-23 19:04:06,133.48689538430472
2023-10-23 19:14:06,133.3829696863738
2023-10-23 19:24:06,133.31473514468684
2023-10-23 19:34:06,133.29302478149629
2023-10-23 19:44:06,133.31786085026002
2023-10-23 19:54:06,133.37866813897352
2023-10-23 20:04:06,133.45754911010374
2023-10-23 20:14:06,133.53451667497782
2023-10-23 20:24:06,133.59298384266168
2023-10-23 20:34:06,133.623801948578
2023-10-23 20:44:06,133.6267044912406
2023-10-23 20:54:06,133.60893396367962
2023-10-23 21:04:06,133.58176931111223
2023-10-23 21:14:06,133.5563041679786
2023-10-23 21:24:06,133.53994871877686
2023-10-23 21:34:06,133.53473181710157
2023-10-23 21:44:06,133.53774258746293
2023-10-23 21:54:06,133.5432616797093
2023-10-23 22:04:06,133.54558034618995
2023-10-23 22:14:06,133.54137184392042
2023-10-23 22:24:06,133.53077761087206
2023-10-23 22:34:06,133.51695157097032
2023-10-23 22:44:06,133.504426137082
2023-10-23 22:54:06,133.49708341806493
2023-10-23 23:04:06,133.49659064518795
2023-10-23 23:14:06,133.50189009867447
2023-10-23 23:24:06,133.50985518045348
2023-10-23 23:34:06,133.51674236436793
2023-10-23 23:44:06,133.51977607778414
2023-10-23 23:54:06,133.51820314221632
2023-10-24 00:04:06,133.5134235793727
2023-10-24 00:14:06,133.50821588346707
2023-10-24 00:24:06,133.5054491175393
2023-10-24 00:34:06,133.5068599553418
2023-10-24 00:44:06,133.51240552685107
2023-10-24 00:54:06,133.52042641659818
2023-10-24 01:04:06,133.52849635057052
2023-10-24 01:14:06,133.5345505657718
2023-10-24 01:24:06,133.5377891915615
2023-10-24 01:34:06,133.53897559610155
2023-10-24 01:44:06,133.54002920647534
2023-10-24 01:54:06,133.54312163835291
2023-10-24 02:04:06,133.54969100983175
2023-10-24 02:14:06,133.5598085535609
2023-10-24 02:24:06,133.57216341363872
2023-10-24 02:34:06,133.5846550358629
2023-10-24 02:44:06,133.59532028725954
2023-10-24 02:54:06,133.60318639859682
2023-10-24 03:04:06,133.6086851971996
2023-10-24 03:14:06,133.61346398315698
2023-10-24 03:24:06,133.61969294548717
2023-10-24 03:34:06,133.6291823208455
2023-10-24 03:44:06,133.64269410326617
2023-10-24 03:54:06,133.6597361810409
2023-10-24 04:04:06,133.6789079950407
2023-10-24 04:14:06,133.69862441392206
2023-10-24 04:24:06,133.7178845909477
2023-10-24 04:34:06,133.73674288812197
2023-10-24 04:44:06,133.75628034117508
2023-10-24 04:54:06,133.77810232494318
2023-10-24 05:04:06,133.80359928646754
2023-10-24 05:14:06,133.8333094033844
2023-10-24 05:24:06,133.8666708529535
2023-10-24 05:34:06,133.90227122856052
2023-10-24 05:44:06,133.93847369933948
2023-10-24 05:54:06,133.97412595909785
2023-10-24 06:04:06,134.00901693779682
2023-10-24 06:14:06,134.0438571609035
2023-10-24 06:24:06,134.0797736315321
2023-10-24 06:34:06,134.11753454055204
2023-10-24 06:44:06,134.1568528815839
2023-10-24 06:54:06,134.1960995536484
2023-10-24 07:04:06,134.23259018227063
2023-10-24 07:14:06,134.2633650843793
2023-10-24 07:24:06,134.28616361792396
2023-10-24 07:34:06,134.3001981470985
2023-10-24 07:44:06,134.3064034308601
2023-10-24 07:54:06,134.30704767148634
2023-10-24 08:04:06,134.3048543418404
2023-10-24 08:14:06,134.30198796182233
2023-10-24 08:24:06,134.29931457159233
2023-10-24 08:34:06,134.29623267071182
2023-10-24 08:44:06,134.29113024963303
2023-10-24 08:54:06,134.28225958476872
2023-10-24 09:04:06,134.26864612051756
2023-10-24 09:14:06,134.25063640068515
2023-10-24 09:24:06,134.229848259169
2023-10-24 09:34:06,134.20854710389105
2023-10-24 09:44:06,134.18872323040003
2023-10-24 09:54:06,134.17127786028328
2023-10-24 10:04:06,134.15568125078912
2023-10-24 10:14:06,134.14026207732587
2023-10-24 10:24:06,134.12301028149722
2023-10-24 10:34:06,134.1025456375024
2023-10-24 10:44:06,134.07882290558237
